trajectory_id,d0,d1,d2,d3,x0,x1,x2,x3,j0,j1,j2,j3,k0,k1,k2,k3
0,18442521884633399280,0,0,0,14757395255531667456,14757395258967641292,0,0,0,18442521884633399280,0,18442521884633399280,4222124651642880,4222124651642880,4222124651642880,4222124651642880
