index,rho,phi,left,right,mean,flags,left_cell,right_cell
41861,3.9358420087955892,0.91716056081303965,0,0,0,0,4294967295,4294967295
41862,0.39425712032243609,2.3481160217602799,0,0,0,0,4294967295,4294967295
41863,3.2940639439038932,0.86523138115998255,0.86300367116928101,0.92307692766189575,0.89304029941558838,7,108625,108974
41864,1.3463395959697664,1.152227167823614,0.56507939100265503,0.44004884362220764,0.50256413221359253,7,45673,45974
41865,0.80748050985857844,5.7366678027832867,0.47496947646141052,0.29523810744285583,0.38510379195213318,7,27089,26670
41866,0.70314123341813684,4.4395455780589579,0,0,0,0,4294967295,4294967295
41867,2.9687977102585137,4.4747349255279554,0,0,0,0,4294967295,4294967295
41868,3.441089145373553,1.0542888269043136,0.97362637519836426,0.8759462833404541,0.92478632926940918,7,113761,114078
41869,1.6321737109683454,3.6403790309587776,0,0,0,0,4294967295,4294967295
41870,2.6237184139899909,3.8810489067965612,0,0,0,0,4294967295,4294967295
41871,3.6099206446669996,0.1867518992862098,0.76752138137817383,0.13894994556903839,0.45323565602302551,7,118292,118763
41872,1.3436771319247782,1.0846738182754525,0.55335777997970581,0.4454212486743927,0.49938952922821045,7,45156,45467
41873,0.19389318907633424,5.4074824242395225,0,0,0,0,4294967295,4294967295
41874,2.5783839928917587,0.33130893799282451,0.5802198052406311,0.90744811296463013,0.74383395910263062,7,84513,84958
41875,1.2649798602797091,5.3406037593432565,0.51037853956222534,0.45030525326728821,0.48034191131591797,7,42414,42065
41876,1.6628903918899596,0.724202399079659,0.50744813680648804,0,0,1,54852,55227
41877,1.7678215433843434,5.0010724090939576,0,0,0,0,4294967295,4294967295
41878,1.9229209129698575,4.263032574383848,0,0,0,0,4294967295,4294967295
41879,1.2862999807111919,3.5834929830722624,0,0,0,0,4294967295,4294967295
41880,1.4125877055339515,4.7717507954882761,0,0,0,0,4294967295,4294967295
41881,2.6703130002133548,0.40652866438492508,0.61123323440551758,0.91452991962432861,0.7628815770149231,7,87592,88023
41882,3.1487891734577715,0.47033661010484057,0.76971918344497681,0.95286935567855835,0.86129426956176758,7,103469,103890
41883,0.57505335984751582,5.4113039056595635,0.380952388048172,0.30036631226539612,0.34065935015678406,7,19892,19531
41884,3.2320109331049025,0.24097692113030944,0.69987791776657104,0.054212454706430435,0.37704518437385559,7,106009,106470
41885,3.01977628050372,4.4982479528484935,0,0,0,0,4294967295,4294967295
41886,1.4442286309786141,0.048816586641064495,0.30402931571006775,0.7201465368270874,0.51208794116973877,7,47111,47608
41887,0.44235927565023303,4.3607769616241994,0,0,0,0,4294967295,4294967295
41888,1.7634322396479547,4.9204450777048319,0,0,0,0,4294967295,4294967295
41889,0.36672260658815503,4.3046647257186308,0,0,0,0,4294967295,4294967295
41890,0.16205735830590129,0.48906229945353652,0,0,0,0,4294967295,4294967295
41891,0.16791791981086135,4.039579961359884,0,0,0,0,4294967295,4294967295
41892,3.6540774810127914,5.441152971621543,0.011233211494982243,0.920634925365448,0.46593406796455383,7,120759,120392
41893,3.9337344733066857,3.1030379779185107,0,0,0,0,4294967295,4294967295
41894,3.2803957727737725,6.2188159103244063,0.099877901375293732,0.66691088676452637,0.38339439034461975,7,107517,107010
41895,3.3833249355666339,0.11841255018658352,0.70793652534484863,0.10329670459032059,0.40561661124229431,7,110605,111090
41896,2.2786195487715304,4.4436654406392,0,0,0,0,4294967295,4294967295
41897,1.3819707171060145,0.43891215399582306,0,0.59755802154541016,0,2,45611,46036
41898,2.507568194065243,4.4683662550358374,0,0,0,0,4294967295,4294967295
41899,0.81230496382340789,3.3792431111309704,0,0,0,0,4294967295,4294967295
41900,2.985229900572449,0.74344558399555105,0.7807081937789917,0.87838828563690186,0.82954823970794678,7,98374,98745
41901,0.81819185661152005,0.23457841149812883,0.20610500872135162,0.56410259008407593,0.38510379195213318,7,26648,27111
41902,3.4818641482852399,0.7218329209070965,0.87887668609619141,0.98339438438415527,0.93113553524017334,7,114756,115131
