hop,program_id,version,physical_slot,input,output,next_slot,gate_evaluations,program_bit_reads,valid,page_sweep_checksum,program_word_fetches
0,4,1,4,0,0,0,17,564,1,0,65
1,4,1,4,1,1,0,17,564,1,0,65
2,4,1,4,2,1,0,17,564,1,0,65
3,4,1,4,3,2,0,17,564,1,0,65
4,4,1,4,4,1,0,17,564,1,0,65
5,4,1,4,5,2,0,17,564,1,0,65
6,4,1,4,6,2,0,17,564,1,0,65
7,4,1,4,7,3,0,17,564,1,0,65
