            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460678.072916667, A.D. 2025-Jan-02 13:45:00.0000,  3.894549446628270E+04, -6.113980700508542E+04,  1.981214022508850E+04, -2.343391281726166E-01,  1.955775255734284E+00, -1.340520705905647E+00,
2460678.076388889, A.D. 2025-Jan-02 13:50:00.0000,  3.887353437572764E+04, -6.055047752732262E+04,  1.940914477853136E+04, -2.454375336890190E-01,  1.973132064747397E+00, -1.346119692527089E+00,
2460678.079861111, A.D. 2025-Jan-02 13:55:00.0000,  3.879820583807198E+04, -5.995590089155117E+04,  1.900446598473343E+04, -2.567970356747842E-01,  1.990757635890207E+00, -1.351742927755379E+00,
2460678.083333333, A.D. 2025-Jan-02 14:00:00.0000,  3.871942906586731E+04, -5.935599525862738E+04,  1.859809665728851E+04, -2.684274398572107E-01,  2.008660095141326E+00, -1.357389809240369E+00,
2460678.086805556, A.D. 2025-Jan-02 14:05:00.0000,  3.863712125417012E+04, -5.875067629987725E+04,  1.819002980365586E+04, -2.803390626936186E-01,  2.026847917268555E+00, -1.363059645999662E+00,
2460678.090277778, A.D. 2025-Jan-02 14:10:00.0000,  3.855119642226771E+04, -5.813985708948744E+04,  1.778025865299642E+04, -2.925427654381830E-01,  2.045329945170911E+00, -1.368751649488804E+00,
2460678.093750000, A.D. 2025-Jan-02 14:15:00.0000,  3.846156524473822E+04, -5.752344799069504E+04,  1.736877668669261E+04, -3.050499909930515E-01,  2.064115410523284E+00, -1.374464923727493E+00,
2460678.097222222, A.D. 2025-Jan-02 14:20:00.0000,  3.836813487119449E+04, -5.690135653684295E+04,  1.695557767282783E+04, -3.178728037873146E-01,  2.083213955784850E+00, -1.380198454359063E+00,
2460678.100694444, A.D. 2025-Jan-02 14:25:00.0000,  3.827080873325798E+04, -5.627348730353012E+04,  1.654065570273955E+04, -3.310239330562922E-01,  2.102635657788856E+00, -1.385951096549589E+00,
2460678.104166667, A.D. 2025-Jan-02 14:30:00.0000,  3.816948633823976E+04, -5.563974177499370E+04,  1.612400523242640E+04, -3.445168197481030E-01,  2.122391052906577E+00, -1.391721561563110E+00,
2460678.107638889, A.D. 2025-Jan-02 14:35:00.0000,  3.806406304811099E+04, -5.500001820240818E+04,  1.570562112801750E+04, -3.583656674900217E-01,  2.142491164008128E+00, -1.397508401881588E+00,
2460678.111111111, A.D. 2025-Jan-02 14:40:00.0000,  3.795442984247634E+04, -5.435421145349251E+04,  1.528549871573615E+04, -3.725854980358059E-01,  2.162947529345756E+00, -1.403309994672142E+00,
2460678.114583333, A.D. 2025-Jan-02 14:45:00.0000,  3.784047306422121E+04, -5.370221285338842E+04,  1.486363383725760E+04, -3.871922116441902E-01,  2.183772233477913E+00, -1.409124523377555E+00,
2460678.118055556, A.D. 2025-Jan-02 14:50:00.0000,  3.772207414616671E+04, -5.304391001549538E+04,  1.444002291061462E+04, -4.022026528801414E-01,  2.204977940367723E+00, -1.414949957189729E+00,
2460678.121527778, A.D. 2025-Jan-02 14:55:00.0000,  3.759910931734987E+04, -5.237918666340470E+04,  1.401466299849543E+04, -4.176346824292123E-01,  2.226577928926566E+00, -1.420784028201322E+00,
2460678.125000000, A.D. 2025-Jan-02 15:00:00.0000,  3.747144928636331E+04, -5.170792243955689E+04,  1.358755188236193E+04, -4.335072556637621E-01,  2.248586131240455E+00, -1.426624205902289E+00,
2460678.128472222, A.D. 2025-Jan-02 15:05:00.0000,  3.733895890033431E+04, -5.102999270366877E+04,  1.315868814572313E+04, -4.498405085892796E-01,  2.271017173572006E+00, -1.432467668653590E+00,
2460678.131944444, A.D. 2025-Jan-02 15:10:00.0000,  3.720149677685461E+04, -5.034526831811468E+04,  1.272807126627775E+04, -4.666558520223948E-01,  2.293886420399907E+00, -1.438311271744346E+00,
2460678.135416667, A.D. 2025-Jan-02 15:15:00.0000,  3.705891490625348E+04, -4.965361541933283E+04,  1.229570171803358E+04, -4.839760749740754E-01,  2.317210021750733E+00, -1.444151511547888E+00,
2460678.138888889, A.D. 2025-Jan-02 15:20:00.0000,  3.691105822128497E+04, -4.895489517426277E+04,  1.186158108468612E+04, -5.018254583152059E-01,  2.341004964170687E+00, -1.449984485291741E+00,
2460678.142361111, A.D. 2025-Jan-02 15:25:00.0000,  3.675776413134200E+04, -4.824896352233732E+04,  1.142571218667660E+04, -5.202298998433094E-01,  2.365289125605947E+00, -1.455805845865482E+00,
2460678.145833333, A.D. 2025-Jan-02 15:30:00.0000,  3.659886201675610E+04, -4.753567089803936E+04,  1.098809922119615E+04, -5.392170522373042E-01,  2.390081334527429E+00, -1.461610750886322E+00,
2460678.149305556, A.D. 2025-Jan-02 15:35:00.0000,  3.643417267996891E+04, -4.681486193680339E+04,  1.054874791951959E+04, -5.588164753730980E-01,  2.415401433545668E+00, -1.467393805181560E+00,
2460678.152777778, A.D. 2025-Jan-02 15:40:00.0000,  3.626350774857051E+04, -4.608637516079346E+04,  1.010766572249998E+04, -5.790598047674667E-01,  2.441270347954891E+00, -1.473148995790353E+00,
2460678.156250000, A.D. 2025-Jan-02 15:45:00.0000,  3.608666902506696E+04, -4.535004264302239E+04,  9.664861976632761E+03, -5.999809382441318E-01,  2.467710159697672E+00, -1.478869618399727E+00,
2460678.159722222, A.D. 2025-Jan-02 15:50:00.0000,  3.590344777755522E+04, -4.460568964816940E+04,  9.220348153495621E+03, -6.216162431573861E-01,  2.494744187121829E+00, -1.484548193867631E+00,
2460678.163194444, A.D. 2025-Jan-02 15:55:00.0000,  3.571362396521628E+04, -4.385313425008772E+04,  8.774138096812845E+03, -6.440047867156954E-01,  2.522397070878585E+00, -1.490176373325318E+00,
2460678.166666667, A.D. 2025-Jan-02 16:00:00.0000,  3.551696539022285E+04, -4.309218692003209E+04,  8.326248298425686E+03, -6.671885926649529E-01,  2.550694866643475E+00, -1.495744830104289E+00,
2460678.170138889, A.D. 2025-Jan-02 16:05:00.0000,  3.531322676872974E+04, -4.232265008787349E+04,  7.876698210036981E+03, -6.912129277454445E-01,  2.579665144981663E+00, -1.501243136349345E+00,
2460678.173611111, A.D. 2025-Jan-02 16:10:00.0000,  3.510214871087652E+04, -4.154431767188251E+04,  7.425510594369978E+03, -7.161266220273790E-01,  2.609337098950363E+00, -1.506659621904189E+00,
2460678.177083333, A.D. 2025-Jan-02 16:15:00.0000,  3.488345659891603E+04, -4.075697457462198E+04,  6.972711921458188E+03, -7.419824279642133E-01,  2.639741659979025E+00, -1.511981212503269E+00,
2460678.180555556, A.D. 2025-Jan-02 16:20:00.0000,  3.465685935121735E+04, -3.996039614304071E+04,  6.518332817161628E+03, -7.688374236351502E-01,  2.670911622623570E+00, -1.517193243903768E+00,
2460678.184027778, A.D. 2025-Jan-02 16:25:00.0000,  3.442204805773790E+04, -3.915434758928074E+04,  6.062408571295247E+03, -7.967534664893312E-01,  2.702881778112804E+00, -1.522279247483119E+00,
2460678.187500000, A.D. 2025-Jan-02 16:30:00.0000,  3.417869447134763E+04, -3.833858337166187E+04,  5.604979715872561E+03, -8.257977053061958E-01,  2.735689057923858E+00, -1.527220702859935E+00,
2460678.190972222, A.D. 2025-Jan-02 16:35:00.0000,  3.392644933495194E+04, -3.751284652834114E+04,  5.146092681710025E+03, -8.560431591232592E-01,  2.769372687342381E+00, -1.531996751388282E+00,
2460678.194444444, A.D. 2025-Jan-02 16:40:00.0000,  3.366494052424680E+04, -3.667686796550767E+04,  4.685800548919015E+03, -8.875693732869454E-01,  2.803974348674187E+00, -1.536583863169344E+00,
2460678.197916667, A.D. 2025-Jan-02 16:45:00.0000,  3.339377098045551E+04, -3.583036569469208E+04,  4.224163905044442E+03, -9.204631650096617E-01,  2.839538354786981E+00, -1.540955449446321E+00,
2460678.201388889, A.D. 2025-Jan-02 16:50:00.0000,  3.311251640412510E+04, -3.497304401626002E+04,  3.761251828811947E+03, -9.548194726700147E-01,  2.876111831839387E+00, -1.545081409551586E+00,
2460678.204861111, A.D. 2025-Jan-02 16:55:00.0000,  3.282072267636427E+04, -3.410459264649144E+04,  3.297143020983636E+03, -9.907423260251553E-01,  2.913744910787484E+00, -1.548927600088968E+00,
2460678.208333333, A.D. 2025-Jan-02 17:00:00.0000,  3.251790296900149E+04, -3.322468578787521E+04,  2.831927108963718E+03, -1.028345957374563E+00,  2.952490925388524E+00, -1.552455210587972E+00,
2460678.211805556, A.D. 2025-Jan-02 17:05:00.0000,  3.220353449630078E+04, -3.233298113646993E+04,  2.365706153530999E+03, -1.067756078087213E+00,  2.992406614500724E+00, -1.555620026870979E+00,
2460678.215277778, A.D. 2025-Jan-02 17:10:00.0000,  3.187705485610281E+04, -3.142911883053859E+04,  1.898596397376218E+03, -1.109111349099449E+00,  3.033552324125212E+00, -1.558371558631638E+00,
2460678.218750000, A.D. 2025-Jan-02 17:15:00.0000,  3.153785789637023E+04, -3.051272033905277E+04,  1.430730299117437E+03, -1.152565080139207E+00,  3.075992203281734E+00, -1.560652002380238E+00,
2460678.222222222, A.D. 2025-Jan-02 17:20:00.0000,  3.118528903236059E+04, -2.958338729288114E+04,  9.622589072307945E+02, -1.198287199286659E+00,  3.119794384705885E+00, -1.562395003733405E+00,
2460678.225694444, A.D. 2025-Jan-02 17:25:00.0000,  3.081863992636843E+04, -2.864070026599028E+04,  4.933546410922436E+02, -1.246466543212796E+00,  3.165031137881836E+00, -1.563524174246071E+00,
2460678.229166667, A.D. 2025-Jan-02 17:30:00.0000,  3.043714242457104E+04, -2.768421751638810E+04,  2.421456034406297E+01, -1.297313528941191E+00,  3.211778976301368E+00, -1.563951306313017E+00,
2460678.232638889, A.D. 2025-Jan-02 17:35:00.0000,  3.003996162688565E+04, -2.671347370682222E+04, -4.449357752662202E+02, -1.351063280632407E+00,  3.260118692874306E+00, -1.563574214690358E+00,
2460678.236111111, A.D. 2025-Jan-02 17:40:00.0000,  2.962618793818089E+04, -2.572797862664372E+04, -9.138377330780609E+02, -1.407979302444358E+00,  3.310135290180845E+00, -1.562274115343894E+00,
2460678.239583333, A.D. 2025-Jan-02 17:45:00.0000,  2.919482792331821E+04, -2.472721595891822E+04, -1.382194163715573E+03, -1.468357805719680E+00,  3.361917752334931E+00, -1.559912424977573E+00,
2460678.243055556, A.D. 2025-Jan-02 17:50:00.0000,  2.874479374936128E+04, -2.371064214792592E+04, -1.849662892387816E+03, -1.532532824874607E+00,  3.415558588900075E+00, -1.556326833760031E+00,
2460678.246527778, A.D. 2025-Jan-02 17:55:00.0000,  2.827489095429684E+04, -2.267768544877204E+04, -2.315848900174488E+03, -1.600882287150630E+00,  3.471153054512425E+00, -1.551326461622258E+00,
2460678.250000000, A.D. 2025-Jan-02 18:00:00.0000,  2.778380422718893E+04, -2.162774527668891E+04, -2.780294884529614E+03, -1.673835234986094E+00,  3.528797900132087E+00, -1.544685848267664E+00,
2460678.253472222, A.D. 2025-Jan-02 18:05:00.0000,  2.727008081984418E+04, -2.056019202736643E+04, -3.242469801523883E+03, -1.751880446128156E+00,  3.588589458592544E+00, -1.536137453622425E+00,
2460678.256944444, A.D. 2025-Jan-02 18:10:00.0000,  2.673211112432167E+04, -1.947436760138708E+04, -3.701754884868945E+03, -1.835576750663497E+00,  3.650620784079729E+00, -1.525362243727258E+00,
2460678.260416667, A.D. 2025-Jan-02 18:15:00.0000,  2.616810585816052E+04, -1.836958698053374E+04, -4.157426483836344E+03, -1.925565403425640E+00,  3.714977438339298E+00, -1.511977797976231E+00,
2460678.263888889, A.D. 2025-Jan-02 18:20:00.0000,  2.557606917651822E+04, -1.724514134067650E+04, -4.608634870984411E+03, -2.022584941764424E+00,  3.781731341744864E+00, -1.495523189108990E+00,
2460678.267361111, A.D. 2025-Jan-02 18:25:00.0000,  2.495376689186137E+04, -1.610030340013858E+04, -5.054377908830567E+03, -2.127489032038389E+00,  3.850931847116942E+00, -1.475439635669537E+00,
2460678.270833333, A.D. 2025-Jan-02 18:30:00.0000,  2.429868882117014E+04, -1.493433601033601E+04, -5.493468115204786E+03, -2.241267870554622E+00,  3.922592802958510E+00, -1.451045581779628E+00,
2460678.274305556, A.D. 2025-Jan-02 18:35:00.0000,  2.360800410604892E+04, -1.374650544798700E+04, -5.924491196549940E+03, -2.365073737493965E+00,  3.996673798416313E+00, -1.421504393816936E+00,
2460678.277777778, A.D. 2025-Jan-02 18:40:00.0000,  2.287850817102105E+04, -1.253610152274960E+04, -6.345753488465424E+03, -2.500251253464374E+00,  4.073052918036369E+00, -1.385782232174397E+00,
2460678.281250000, A.D. 2025-Jan-02 18:45:00.0000,  2.210655985741629E+04, -1.130246761330268E+04, -6.755214883968664E+03, -2.648372647768120E+00,  4.151487012703007E+00, -1.342592806519018E+00,
2460678.284722222, A.D. 2025-Jan-02 18:50:00.0000,  2.128800724724574E+04, -1.004504520634599E+04, -7.150402688337881E+03, -2.811277758658051E+00,  4.231553530251289E+00, -1.290324622694349E+00,
2460678.288194444, A.D. 2025-Jan-02 18:55:00.0000,  2.041810095508939E+04, -8.763439728015101E+03, -7.528300317760276E+03, -2.991117137239315E+00,  4.312564914308506E+00, -1.226944934509914E+00,
2460678.291666667, A.D. 2025-Jan-02 19:00:00.0000,  1.949139451683608E+04, -7.457517787086485E+03, -7.885202789088128E+03, -3.190393895160725E+00,  4.393442058671963E+00, -1.149873040413955E+00,
2460678.295138889, A.D. 2025-Jan-02 19:05:00.0000,  1.850163353638475E+04, -6.127550951860441E+03, -8.216528515526954E+03, -3.411994497400781E+00,  4.472526531456150E+00, -1.055814149594190E+00,
2460678.298611111, A.D. 2025-Jan-02 19:10:00.0000,  1.744163959558703E+04, -4.774428650239289E+03, -8.516574207763360E+03, -3.659188247792394E+00,  4.547301553305181E+00, -9.405448542181500E-01,
2460678.302083333, A.D. 2025-Jan-02 19:15:00.0000,  1.630320364993968E+04, -3.399973662543686E+03, -8.778197392956110E+03, -3.935555528188755E+00,  4.613978609818108E+00, -7.986449118785373E-01,
2460678.305555556, A.D. 2025-Jan-02 19:20:00.0000,  1.507702049785226E+04, -2.007408868892952E+03, -8.992411151141723E+03, -4.244768866578938E+00,  4.666891675696609E+00, -6.231837195936623E-01,
2460678.309027778, A.D. 2025-Jan-02 19:25:00.0000,  1.375272728466253E+04, -6.020429969714449E+02, -9.147882901017887E+03, -4.590088050792893E+00,  4.697632046496771E+00, -4.054068926334121E-01,
2460678.312500000, A.D. 2025-Jan-02 19:30:00.0000,  1.231916472447439E+04,  8.077386890171795E+02, -9.230354011318190E+03, -4.973329760569105E+00,  4.693878203059245E+00, -1.345553305712866E-01,
2460678.315972222, A.D. 2025-Jan-02 19:35:00.0000,  1.076507114511979E+04,  2.209092817265167E+03, -9.222060951307638E+03, -5.392939318295222E+00,  4.637990550596923E+00,  2.018689397275865E-01,
2460678.319444444, A.D. 2025-Jan-02 19:40:00.0000,  9.080547386375700E+03,  3.582924082188862E+03, -9.101377944541249E+03, -5.840706902404664E+00,  4.505786022065889E+00,  6.167500900171931E-01,
2460678.322916667, A.D. 2025-Jan-02 19:45:00.0000,  7.259744858530160E+03,  4.901886031882479E+03, -8.843157007235446E+03, -6.296922970503132E+00,  4.266687764536357E+00,  1.119853802410113E+00,
2460678.326388889, A.D. 2025-Jan-02 19:50:00.0000,  5.305138217765313E+03,  6.128922410131412E+03, -8.420593378663385E+03, -6.725026887181519E+00,  3.887695603069859E+00,  1.711022008419396E+00,
2460678.329861111, A.D. 2025-Jan-02 19:55:00.0000,  3.233023091080071E+03,  7.217976559214984E+03, -7.809619641406405E+03, -7.069797650099334E+00,  3.344318378388557E+00,  2.370478309869886E+00,
2460678.333333333, A.D. 2025-Jan-02 20:00:00.0000,  1.078117828622094E+03,  8.119117562292507E+03, -6.996077800725406E+03, -7.266443197238351E+00,  2.638450709039159E+00,  3.051408648233510E+00,
2460678.336805556, A.D. 2025-Jan-02 20:05:00.0000, -1.106846565833281E+03,  8.788992745983653E+03, -5.983488430934932E+03, -7.264607604016364E+00,  1.813361138249834E+00,  3.685219218799718E+00,
2460678.340277778, A.D. 2025-Jan-02 20:10:00.0000, -3.259750334449778E+03,  9.203123477663252E+03, -4.796487279358385E+03, -7.055547383237490E+00,  9.483928762424126E-01,  4.204661935491747E+00,
2460678.343750000, A.D. 2025-Jan-02 20:15:00.0000, -5.323304235733683E+03,  9.362726876963201E+03, -3.476121143884245E+03, -6.678707817399404E+00,  1.294641020666171E-01,  4.571184163118801E+00,
2460678.347222222, A.D. 2025-Jan-02 20:20:00.0000, -7.256851036267231E+03,  9.291599021242519E+03, -2.069177452002807E+03, -6.200490699354250E+00, -5.828036543149200E-01,  4.784612135847903E+00,
2460678.350694444, A.D. 2025-Jan-02 20:25:00.0000, -9.039952947208800E+03,  9.026201979021709E+03, -6.180337993214897E+02, -5.685130399091615E+00, -1.164453340616034E+00,  4.871495263682269E+00,
2460678.354166667, A.D. 2025-Jan-02 20:30:00.0000, -1.066884502046262E+04,  8.605616044580025E+03,  8.445954455006802E+02, -5.178228780680771E+00, -1.619655052900301E+00,  4.866986664453520E+00,
2460678.357638889, A.D. 2025-Jan-02 20:35:00.0000, -1.215032538931148E+04,  8.065257491282758E+03,  2.296215210892754E+03, -4.705186302065133E+00, -1.966462299413023E+00,  4.802773067608240E+00,
2460678.361111111, A.D. 2025-Jan-02 20:40:00.0000, -1.349643219956980E+04,  7.434424950839046E+03,  3.722708854430378E+03, -4.276613667142843E+00, -2.226332646432168E+00,  4.702799117015973E+00,
2460678.364583333, A.D. 2025-Jan-02 20:45:00.0000, -1.472093951172397E+04,  6.736174758634906E+03,  5.115979120123878E+03, -3.894360475230031E+00, -2.418910278013895E+00,  4.583476099617247E+00,
2460678.368055556, A.D. 2025-Jan-02 20:50:00.0000, -1.583742993120681E+04,  5.988185565053571E+03,  6.471932581310435E+03, -3.555866022921091E+00, -2.560298349889762E+00,  4.455401044906012E+00,
2460678.371527778, A.D. 2025-Jan-02 20:55:00.0000, -1.685839858075411E+04,  5.203853377301302E+03,  7.789009400866108E+03, -3.256754102625532E+00, -2.663008591060402E+00,  4.325135983655604E+00,
2460678.375000000, A.D. 2025-Jan-02 21:00:00.0000, -1.779493785765596E+04,  4.393293032806808E+03,  9.067191993979197E+03, -2.992205211752198E+00, -2.736513681142278E+00,  4.196594294755364E+00,
2460678.378472222, A.D. 2025-Jan-02 21:05:00.0000, -1.865671518529813E+04,  3.564150412432026E+03,  1.030736456157915E+04, -2.757607536729262E+00, -2.787906993438288E+00,  4.072004306774024E+00,
2460678.381944444, A.D. 2025-Jan-02 21:10:00.0000, -1.945208163683297E+04,  2.722225838408448E+03,  1.151090956070878E+04, -2.548820835163329E+00, -2.822486334646377E+00,  3.952543216946478E+00,
2460678.385416667, A.D. 2025-Jan-02 21:15:00.0000, -2.018822721283997E+04,  1.871940245108453E+03,  1.267945780840908E+04, -2.362246980847254E+00, -2.844216938182003E+00,  3.838742677638842E+00,
2460678.388888889, A.D. 2025-Jan-02 21:20:00.0000, -2.087134208650474E+04,  1.016679947958686E+03,  1.381473615750020E+04, -2.194811411017012E+00, -2.856080911409407E+00,  3.730744623408670E+00,
2460678.392361111, A.D. 2025-Jan-02 21:25:00.0000, -2.150676600080251E+04,  1.590509248738647E+02,  1.491847648401232E+04, -2.043908744270140E+00, -2.860334915236582E+00,  3.628461410117300E+00,
2460678.395833333, A.D. 2025-Jan-02 21:30:00.0000, -2.209911943515745E+04, -6.989332614166884E+02,  1.599236295540480E+04, -1.907338491293721E+00, -2.858698333480358E+00,  3.531675545828225E+00,
2460678.399305556, A.D. 2025-Jan-02 21:35:00.0000, -2.265241558358292E+04, -1.555711926783855E+03,  1.703800308305241E+04, -1.783242645842655E+00, -2.852490375054097E+00,  3.440101456622882E+00,
2460678.402777778, A.D. 2025-Jan-02 21:40:00.0000, -2.317015453689316E+04, -2.410073009705598E+03,  1.805691345354819E+04, -1.670049875669805E+00, -2.842730176443358E+00,  3.353423413659569E+00,
2460678.406250000, A.D. 2025-Jan-02 21:45:00.0000, -2.365540190243039E+04, -3.261074626998975E+03,  1.905051441928953E+04, -1.566427635337831E+00, -2.830210231750153E+00,  3.271318490893583E+00,
2460678.409722222, A.D. 2025-Jan-02 21:50:00.0000, -2.411085422788530E+04, -4.107985614962371E+03,  2.002013015465843E+04, -1.471241980605214E+00, -2.815550585483625E+00,  3.193470118157035E+00,
2460678.413194444, A.D. 2025-Jan-02 21:55:00.0000, -2.453889342536917E+04, -4.950240131186891E+03,  2.096699182740496E+04, -1.383524249816948E+00, -2.799239102161768E+00,  3.119575732615218E+00,
2460678.416666667, A.D. 2025-Jan-02 22:00:00.0000, -2.494163210403639E+04, -5.787402737078657E+03,  2.189224246764485E+04, -1.302443611478775E+00, -2.781661612039386E+00,  3.049350750102715E+00,
2460678.420138889, A.D. 2025-Jan-02 22:05:00.0000, -2.532095142351928E+04, -6.619141354975352E+03,  2.279694265863559E+04, -1.227284499966894E+00, -2.763124642020539E+00,  2.982530255235269E+00,
2460678.423611111, A.D. 2025-Jan-02 22:10:00.0000, -2.567853280169608E+04, -7.445206184219996E+03,  2.368207650942002E+04, -1.157428073260176E+00, -2.743872682389946E+00,  2.918869304231411E+00,
2460678.427083333, A.D. 2025-Jan-02 22:15:00.0000, -2.601588456946505E+04, -8.265413159337410E+03,  2.454855758444294E+04, -1.092336955820814E+00, -2.724101396838741E+00,  2.858142407110529E+00,
2460678.430555556, A.D. 2025-Jan-02 22:20:00.0000, -2.633436446263153E+04, -9.079630892742245E+03,  2.539723459977380E+04, -1.031542656124100E+00, -2.703967799802424E+00,  2.800142549488535E+00,
2460678.434027778, A.D. 2025-Jan-02 22:25:00.0000, -2.663519867755746E+04, -9.887770314612220E+03,  2.622889678895961E+04, -9.746351583915320E-01, -2.683598147769293E+00,  2.744679977919725E+00,
2460678.437500000, A.D. 2025-Jan-02 22:30:00.0000, -2.691949807818197E+04, -1.068977640652571E+04,  2.704427888569972E+04, -9.212542850179050E-01, -2.663094098762286E+00,  2.691580892576750E+00,
2460678.440972222, A.D. 2025-Jan-02 22:35:00.0000, -2.718827203566441E+04, -1.148562157587992E+04,  2.784406571176914E+04, -8.710825019080417E-01, -2.642537547706437E+00,  2.640686131405617E+00,
2460678.444444444, A.D. 2025-Jan-02 22:40:00.0000, -2.744244029262433E+04, -1.227530032210119E+04,  2.862889637611274E+04, -8.238389034153519E-01, -2.621994444467394E+00,  2.591849897404975E+00,
2460678.447916667, A.D. 2025-Jan-02 22:45:00.0000, -2.768284317266205E+04, -1.305882492521502E+04,  2.939936810231983E+04, -7.792741647913726E-01, -2.601517826330205E+00,  2.544938558834923E+00,
2460678.451388889, A.D. 2025-Jan-02 22:50:00.0000, -2.791025039881108E+04, -1.383622194865911E+04,  3.015603970892873E+04, -7.371662893921835E-01, -2.581150235935824E+00,  2.499829532975172E+00,
2460678.454861111, A.D. 2025-Jan-02 22:55:00.0000, -2.812536873736486E+04, -1.460752939128503E+04,  3.089943476708989E+04, -6.973170129675900E-01, -2.560925661367317E+00,  2.456410262203014E+00,
2460678.458333333, A.D. 2025-Jan-02 23:00:00.0000, -2.832884864781928E+04, -1.537279436507079E+04,  3.163004446710311E+04, -6.595487515077900E-01, -2.540871098227828E+00,  2.414577279727275E+00,
2460678.461805556, A.D. 2025-Jan-02 23:05:00.0000, -2.852129008650945E+04, -1.613207119304258E+04,  3.234833021596387E+04, -6.237020014089230E-01, -2.521007813499706E+00,  2.374235362489004E+00,
2460678.465277778, A.D. 2025-Jan-02 23:10:00.0000, -2.870324758865952E+04, -1.688541984964830E+04,  3.305472599339054E+04, -5.896331167160160E-01, -2.501352371205084E+00,  2.335296764733493E+00,
2460678.468750000, A.D. 2025-Jan-02 23:15:00.0000, -2.887523473249705E+04, -1.763290467971338E+04,  3.374964048974289E+04, -5.572124025119952E-01, -2.481917469022886E+00,  2.297680527416119E+00,
2460678.472222222, A.D. 2025-Jan-02 23:20:00.0000, -2.903772807239903E+04, -1.837459334497610E+04,  3.443345904746118E+04, -5.263224738112949E-01, -2.462712622629509E+00,  2.261311856279752E+00,
2460678.475694444, A.D. 2025-Jan-02 23:25:00.0000, -2.919117061390058E+04, -1.911055595524069E+04,  3.510654542394824E+04, -4.968568383394841E-01, -2.443744726603546E+00,  2.226121561660216E+00,
2460678.479166667, A.D. 2025-Jan-02 23:30:00.0000, -2.933597489329015E+04, -1.984086435490018E+04,  3.576924339728846E+04, -4.687186688708891E-01, -2.425018516435289E+00,  2.192045554870872E+00,
2460678.482638889, A.D. 2025-Jan-02 23:35:00.0000, -2.947252571330701E+04, -2.056559153370648E+04,  3.642187822691560E+04, -4.418197365587699E-01, -2.406536949706744E+00,  2.159024395070753E+00,
2460678.486111111, A.D. 2025-Jan-02 23:40:00.0000, -2.960118258001944E+04, -2.128481114198060E+04,  3.706475798553765E+04, -4.160794813817852E-01, -2.388301521383162E+00,  2.127002881400153E+00,
2460678.489583333, A.D. 2025-Jan-02 23:45:00.0000, -2.972228187894128E+04, -2.199859709245553E+04,  3.769817477525152E+04, -3.914241997182564E-01, -2.370312525244870E+00,  2.095929685646709E+00,
2460678.493055556, A.D. 2025-Jan-02 23:50:00.0000, -2.983613882282513E+04, -2.270702323339006E+04,  3.832240583873061E+04, -3.677863324357554E-01, -2.352569270945552E+00,  2.065757021113837E+00,
2460678.496527778, A.D. 2025-Jan-02 23:55:00.0000, -2.994304919922636E+04, -2.341016308165117E+04,  3.893771457644904E+04, -3.451038392862436E-01, -2.335070264713523E+00,  2.036440343913561E+00,
2460678.500000000, A.D. 2025-Jan-03 00:00:00.0000, -3.004329094162297E+04, -2.410808960388014E+04,  3.954435147744480E+04, -3.233196478958694E-01, -2.317813360005846E+00,  2.007938083341998E+00,
2460678.503472222, A.D. 2025-Jan-03 00:05:00.0000, -3.013712554546988E+04, -2.480087504134578E+04,  4.014255497519693E+04, -3.023811670736443E-01, -2.300795883188641E+00,  1.980211398049380E+00,
2460678.506944444, A.D. 2025-Jan-03 00:10:00.0000, -3.022479934655616E+04, -2.548859076754849E+04,  4.073255223235912E+04, -2.822398559900436E-01, -2.284014738472236E+00,  1.953223955344688E+00,
2460678.510416667, A.D. 2025-Jan-03 00:15:00.0000, -3.030654467762467E+04, -2.617130717494171E+04,  4.131455986272079E+04, -2.628508419718791E-01, -2.267466495595083E+00,  1.926941731247015E+00,
2460678.513888889, A.D. 2025-Jan-03 00:20:00.0000, -3.038258091686440E+04, -2.684909358606040E+04,  4.188878459629494E+04, -2.441725805706448E-01, -2.251147463273589E+00,  1.901332829165614E+00,
2460678.517361111, A.D. 2025-Jan-03 00:25:00.0000, -3.045311544010462E+04, -2.752201818502892E+04,  4.245542389271191E+04, -2.261665526319414E-01, -2.235053750565366E+00,  1.876367315171687E+00,
2460678.520833333, A.D. 2025-Jan-03 00:30:00.0000, -3.051834448696812E+04, -2.819014796454719E+04,  4.301466650632596E+04, -2.087969938186054E-01, -2.219181318127712E+00,  1.852017068203898E+00,
2460678.524305556, A.D. 2025-Jan-03 00:35:00.0000, -3.057845395045325E+04, -2.885354868918754E+04,  4.356669301029889E+04, -1.920306524589969E-01, -2.203526020981753E+00,  1.828255643558107E+00,
2460678.527777778, A.D. 2025-Jan-03 00:40:00.0000, -3.063362009754472E+04, -2.951228486878027E+04,  4.411167628019421E+04, -1.758365725315887E-01, -2.188083644366480E+00,  1.805058148648075E+00,
2460678.531250000, A.D. 2025-Jan-03 00:45:00.0000, -3.068401022813153E+04, -3.016641974192152E+04,  4.464978194219859E+04, -1.601858987148890E-01, -2.172849933543276E+00,  1.782401129550562E+00,
