seconds_after_cutoff,line_of_sight_error_deg,azimuth_error_deg,elevation_error_deg,range_error_m,reference_range_m,reference_elevation_deg,reference_visible
300.0,1.1405316071935023e-06,-3.42663440733304e-07,1.0931223108912036e-06,0.905865453183651,39914972.276742436,18.255653490014915,True
600.0,1.1665620241354197e-06,-3.1639882536182995e-07,1.1275725846360274e-06,0.927064411342144,39834590.65794657,19.046673639888077,True
900.0,1.1965212627114892e-06,-2.907734426571551e-07,1.1648300031197323e-06,0.9483641162514687,39756980.90231015,19.814388316349586,True
1200.0,1.2268362297478345e-06,-2.653948740771739e-07,1.2014065902121729e-06,0.9687440022826195,39682209.148780815,20.557772994976002,True
1500.0,1.2614695307838262e-06,-2.387069457654434e-07,1.2417031989286897e-06,0.9880964830517769,39610337.717765674,21.27580748173958,True
1800.0,1.2980419774602153e-06,-2.143492281447834e-07,1.282730224261286e-06,1.0071122497320175,39541424.98773437,21.96748048390836,True
2100.0,1.3353625037933774e-06,-1.8849527805286925e-07,1.3239802818532098e-06,1.0256291776895523,39475525.28156074,22.631794531875006,True
2400.0,1.3752593717414233e-06,-1.6481641296195448e-07,1.3668989815585064e-06,1.043895460665226,39412688.75869294,23.267771264628486,True
2700.0,1.417261649854134e-06,-1.4212378118827473e-07,1.4112902775309522e-06,1.061455599963665,39352961.31895547,23.87445703872061,True
3000.0,1.4617027541772532e-06,-1.2063804888384766e-07,1.4575715319153915e-06,1.078481376171112,39296384.51364189,24.450928808347616,True
3300.0,1.5072115245347074e-06,-9.888697150017833e-08,1.504544446362388e-06,1.0948781818151474,39242995.46901215,24.996300232360486,True
3600.0,1.5545560768912921e-06,-7.947807034724974e-08,1.5529003256631313e-06,1.111267514526844,39192826.81849855,25.509727932356434,True
3900.0,1.6035797993487115e-06,-5.900699306948809e-08,1.6027024045683902e-06,1.127164751291275,39145906.648661755,25.99041783723792,True
4200.0,1.655139243837452e-06,-4.3843584762726096e-08,1.6546735928102407e-06,1.1427652016282082,39102258.45279759,26.437631518138975,True
4500.0,1.7060874050484774e-06,-2.952700128844299e-08,1.7058840064976266e-06,1.1584695428609848,39061901.098326854,26.850692428305976,True
4800.0,1.7599040691757834e-06,-1.574204588905559e-08,1.7598483985636904e-06,1.172743372619152,39024848.80758377,27.228991926435395,True
5100.0,1.8133018940301473e-06,-4.601474756782409e-09,1.8132973096385285e-06,1.1876729279756546,38991111.14279662,27.571995015431487,True
5400.0,1.8689339628889657e-06,4.254331997799454e-09,1.8689301803931357e-06,1.2023075968027115,38960693.015268035,27.879245640048637,True
5700.0,1.92482884359619e-06,9.347104423795827e-09,1.92481120109278e-06,1.217138059437275,38933594.69544696,28.150371487265296,True
6000.0,1.982373497036911e-06,1.3358516071093618e-08,1.9823386629980178e-06,1.231485441327095,38909811.84209836,28.385088147120126,True
6300.0,2.0408214449434374e-06,1.569208052387694e-08,2.040774919720434e-06,1.2453389763832092,38889335.53895602,28.583202574329448,True
6600.0,2.098479679522972e-06,1.4257153679864132e-08,2.0984424509151722e-06,1.2589038833975792,38872152.34546087,28.744615750915745,True
6900.0,2.1579984958679297e-06,1.109197000914719e-08,2.1579766311674575e-06,1.2732485681772232,38858244.35800258,28.869324487912486,True
