seconds_after_cutoff,line_of_sight_error_deg,azimuth_error_deg,elevation_error_deg,range_error_m,reference_range_m,reference_elevation_deg,reference_visible
300.0,2.9116216105767525e-05,-5.48875570416385e-06,2.86672527423093e-05,13.315837983042002,28419056.997121155,-21.87965069625125,False
600.0,3.136579406888066e-05,-5.518043565189146e-06,3.095440228051416e-05,13.506468005478382,28591091.198006667,-23.421189785772203,False
900.0,3.365556053349925e-05,-5.4935081266194175e-06,3.3285096154855864e-05,13.68501240760088,28763007.03108882,-24.9737665790516,False
1200.0,3.5984171564974555e-05,-5.410108599335217e-06,3.565716163222987e-05,13.851044103503227,28934431.073099453,-26.535675484456462,False
1500.0,3.834891726502232e-05,-5.257761500843117e-06,3.806744524581518e-05,14.005302276462317,29104992.457062073,-28.105240644730863,False
1800.0,4.0747101928430073e-05,-5.030499039548886e-06,4.0512037379869525e-05,14.148007202893496,29274324.144126877,-29.680810365122557,False
2100.0,4.318097721839485e-05,-4.716667802995289e-06,4.2992333753488765e-05,14.282214730978012,29442064.125807635,-31.260750420258855,False
2400.0,4.5645367764413494e-05,-4.3051719273989875e-06,4.550183288642984e-05,14.406752813607454,29607856.571750134,-32.8434362009461,False
2700.0,4.814170797793854e-05,-3.7840630966456956e-06,4.8040417865991e-05,14.523328464478254,29771352.89874069,-34.42724370715508,False
3000.0,5.066659396614107e-05,-3.1322418010404363e-06,5.0603202595311814e-05,14.633027143776417,29932212.78655078,-36.01053926434458,False
3300.0,5.322074428196003e-05,-2.3351697961970785e-06,5.318856896963098e-05,14.735564790666103,30090105.12849998,-37.59166790560665,False
3600.0,5.580095894386501e-05,-1.3664916593825183e-06,5.579090105101159e-05,14.834940303117037,30244708.91466504,-39.168940247953195,False
3900.0,5.84087569243106e-05,-2.0310886839070008e-07,5.84085542030266e-05,14.92930418252945,30395714.07174568,-40.74061771828685,False
4200.0,6.104076590749392e-05,1.187994996598718e-06,6.1034442303764536e-05,15.020332094281912,30542822.226300776,-42.30489588122403,False
4500.0,6.369717481632741e-05,2.8466245396430168e-06,6.366409692759589e-05,15.110316596925259,30685747.425254118,-43.85988564663564,False
4800.0,6.637613472502397e-05,4.813951960613849e-06,6.629002499636272e-05,15.19811474531889,30824216.80469579,-45.403592027153266,False
5100.0,6.907575832293335e-05,7.14192185569118e-06,6.890339000165113e-05,15.286460604518652,30957971.196635835,-46.9338901298113,False
5400.0,7.179871973117003e-05,9.890172009363596e-06,7.149840152465003e-05,15.37485060468316,31086765.70162635,-48.44849801071895,False
5700.0,7.453999293822987e-05,1.3130843541375725e-05,7.4059488632372e-05,15.466581214219332,31210370.200719,-49.94494599401141,False
6000.0,7.730158597785601e-05,1.694478163472013e-05,7.657596683685597e-05,15.560309752821922,31328569.838327,-51.42054213955446,False
6300.0,8.008125345537802e-05,2.1431400426763503e-05,7.902955638883213e-05,15.657006211578846,31441165.44693153,-52.87233351485876,False
6600.0,8.287751472753573e-05,2.669951715006391e-05,8.139964722175819e-05,15.757830653339624,31547973.939755544,-54.297063179216224,False
6900.0,8.568936577672325e-05,3.287930218220936e-05,8.366128864167877e-05,15.863248270004988,31648828.662584953,-55.69112299844425,False
7200.0,8.851745842481615e-05,4.011232118728003e-05,8.578668074221696e-05,15.975065473467112,31743579.704369105,-57.05050291393878,False
7500.0,9.135930084028746e-05,4.855911470258434e-05,8.77384355248978e-05,16.091308057308197,31832094.17781036,-58.37073800793926,False
7800.0,9.421555029955394e-05,5.840044289584512e-05,8.947427157579568e-05,16.21458651125431,31914256.450238958,-59.646855851147485,False
8100.0,9.708257734292904e-05,6.98128504836859e-05,9.094132853704195e-05,16.34404629841447,31989968.355424136,-60.87332817244804,False
8400.0,9.996138766187362e-05,8.298396096506622e-05,9.208086882495081e-05,16.479417949914932,32059149.35836207,-62.04403310270197,False
8700.0,0.00010285017853928764,9.807645312776003e-05,9.282373022045931e-05,16.622321370989084,32121736.688249256,-63.15223696665503,False
9000.0,0.00010574822877594824,0.00011522468213343018,9.309143239022433e-05,16.772250957787037,32177685.442387097,-64.19060783221728,False
9300.0,0.00010865422946746802,0.00013449842970203463,9.279699190756219e-05,16.92793858423829,32226968.65030642,-65.15127616981444,False
9600.0,0.0001115673027835032,0.00015585275346552407,9.185315379056647e-05,17.089778784662485,32269577.30223,-66.02596014873828,False
9900.0,0.0001144849592029528,0.00017910982512603368,9.017059677773887e-05,17.257654167711735,32305520.34716084,-66.80617265374617,False
10200.0,0.00011740659064488881,0.00020392793837231693,8.766760170431098e-05,17.43074429780245,32334824.653467145,-67.48352207957585,False
10500.0,0.00012033123562359507,0.00022975091428634187,8.428656860814954e-05,17.607272133231163,32357534.933300544,-68.05010725922281,False
10800.0,0.00012325821620738897,0.00025585242508441297,7.999320288831768e-05,17.788411915302277,32373713.625758395,-68.4989879445121,False
11100.0,0.00012618402728844946,0.0002813377288362062,7.479713087832351e-05,17.972652349621058,32383440.75148459,-68.82468849339682,False
11400.0,0.0001291082932601594,0.00030527682423553415,6.874584373406378e-05,18.158639326691628,32386813.719537225,-69.02366995009227,False
11700.0,0.00013203116106650807,0.00032677367229894116,6.193891876193902e-05,18.344273015856743,32383947.097476482,-69.09469423023157,False
12000.0,0.0001349480294165534,0.0003450881864068833,5.4509063460272955e-05,18.53010666370392,32374972.335243467,-69.03901171227581,False
12300.0,0.0001378583754806847,0.00035973308627035294,4.662299539859305e-05,18.714676160365343,32360037.453723755,-68.86033266500604,False
12600.0,0.00014076367610157056,0.00037052469724585535,3.845473231933738e-05,18.895299926400185,32339306.68290114,-68.56458571449089,False
12900.0,0.00014365850708709826,0.00037753899337644725,3.017525695270251e-05,19.07188005000353,32312960.050458625,-68.1595087904349,False
13200.0,0.00014654131963784785,0.00038109176341549755,2.19384953794588e-05,19.24131429195404,32281192.931569282,-67.6541450218384,False
