epoch_id,t_rx_gpst_s,status,fit,iterations,used,asa,na,hits,active,x_m,y_m,z_m,clock_bias_m,var_x_m2,var_y_m2,var_z_m2,var_clock_m2,rms_m,weighted_sse,max_normalized
0,1400000000,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920120.4984929073,343217.0582331075,5002808.267180956,75000.000000002168,0.61384333867016894,0.41578627642227856,1.6795653739951333,0.95750013203595974,4.4339823403351319e-09,2.9148767048344473e-16,9.9341074625651036e-09
1,1400000001,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920119.984668389,343218.51900904579,5002809.0743893571,75000.019999998825,0.61353155263375614,0.41588959450297569,1.6797738419508514,0.95750013203596129,4.0237734084376822e-09,1.4287387096037846e-16,5.9604644775390628e-09
2,1400000002,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920119.4683967256,343219.97957088478,5002809.8784535946,75000.040000000838,0.61322509303061901,0.41599225708865772,1.6799776389683054,0.95750013203596085,2.1507973566264873e-09,4.6966713712940864e-17,4.9670537312825518e-09
3,1400000003,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920118.9472552156,343221.4397066661,5002810.6762608998,75000.060000000638,0.6129246778320111,0.41609401197700091,1.6801762992785705,0.95750013203596085,3.8774050762246039e-09,1.3238087874578061e-16,4.9670537312825518e-09
4,1400000004,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920118.4188698223,343222.89920869033,5002811.4647610439,75000.07999999664,0.61263097620542895,0.41619461218728498,1.680369400694866,0.95750013203595974,2.4046645476218417e-09,6.7288074834877959e-17,4.9670537312825518e-09
5,1400000005,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920117.8809388843,343224.35787558812,5002812.2409967743,75000.100000001112,0.61234460762684995,0.41629381650328168,1.6805565649574501,0.95750013203596129,3.2261960349397309e-09,1.0990452690030801e-16,4.9670537312825518e-09
6,1400000006,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920117.3312561228,343225.81551433419,5002813.0021334011,75000.119999999006,0.61206614145071747,0.41639138997218161,1.6807374576646816,0.95750013203596041,3.5666939160091359e-09,1.2331783364679971e-16,4.9670537312825518e-09
7,1400000007,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920116.7677326654,343227.2719421779,5002813.7454870809,75000.139999999286,0.61179609692807291,0.41648710435944453,1.6809117878000646,0.95750013203596041,3.2261960349397309e-09,1.1425478854781883e-16,4.9670537312825518e-09
8,1400000008,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920116.1884179474,343228.72698846227,5002814.4685516609,75000.160000002797,0.61153494365866767,0.41658073855987326,1.6810793068690417,0.95750013203596041,3.0416867916573809e-09,6.0742542263391784e-17,4.9670537312825518e-09
9,1400000009,CONVERGED,WITHIN_RESIDUAL_BUDGET,3,12,4095,4095,0,4095,3920115.5915191718,343230.18049634231,5002815.1690236963,75000.180000001303,0.61128310245864648,0.4166720789656147,1.6812398076633197,0.95750013203595996,3.7252902984619141e-09,1.2784935619629012e-16,4.9670537312825518e-09
