trajectory_id,epoch_id,time,valid,target_e,target_n,target_u,observed_x,observed_y,observed_z,clock_bias_m,force_e,force_n,force_u
0,7,1473457879.0,1,0.0,0.0,0.0,4426044.11914194,-89428.19148088245,4576298.970581466,-54453.75143153774,0.0,0.0,0.0
0,8,1473457880.0,1,0.0332275702674745,0.04982049590777222,-0.09989265336446683,4426044.01469856,-89428.15613625266,4576298.9330710275,-54305.739350807286,0.0,0.0,0.0
0,9,1473457881.0,1,0.02005085349488058,-0.10648151808183773,-0.11082512609057991,4426044.119540461,-89428.1714339887,4576298.816891772,-54157.64219234006,0.0,0.0,0.0
0,10,1473457882.0,1,0.07004420860856239,-0.1263791498749143,-0.3189468210229022,4426043.990724144,-89428.11882769711,4576298.653035659,-54009.69368322902,0.0,0.0,0.0
0,11,1473457883.0,1,0.054403176681068206,-0.10224552475340853,-0.2994095831580454,4426043.986543673,-89428.134387455,4576298.683844668,-53861.575968728524,0.0,0.0,0.0
0,12,1473457884.0,1,0.10660531062838384,-0.0715365047561488,-0.2655715289535751,4426043.988899874,-89428.0822222736,4576298.729521388,-53713.47848925666,0.0,0.0,0.0
0,13,1473457885.0,1,0.1434161697412824,-0.0914753263850544,-0.3480687036843636,4426043.946870035,-89428.04455468878,4576298.656220464,-53565.46567005662,0.0,0.0,0.0
0,14,1473457886.0,1,0.15128259739058456,-0.0012811483171979877,-0.43182194112548355,4426043.823988294,-89428.03420383086,4576298.658321144,-53417.426507778306,0.0,0.0,0.0
0,15,1473457887.0,1,0.15864725396893534,0.053614001143440226,-0.562874719548174,4426043.693778684,-89428.02420678687,4576298.60185821,-53269.37543002155,0.0,0.0,0.0
0,16,1473457888.0,1,0.12622929312721393,0.02149552808196032,-0.70662087307062,4426043.6167023,-89428.05507403638,4576298.475953798,-53121.43363740944,0.0,0.0,0.0
0,17,1473457889.0,1,0.1550489730088017,-0.08666085442528505,-0.5088031745766323,4426043.832289601,-89428.03060441437,4576298.543655881,-52973.125841158755,0.0,0.0,0.0
0,18,1473457890.0,1,0.10690039108883367,-0.1487289582963862,-0.29037055164684517,4426044.027376556,-89428.08270455402,4576298.658155669,-52824.777141730454,0.0,0.0,0.0
0,19,1473457891.0,1,0.061117569850389845,-0.25138087920406044,-0.3372023311758708,4426044.068014054,-89428.1293177999,4576298.553262875,-52676.630989419915,0.0,0.0,0.0
0,20,1473457892.0,1,-0.007421487657204462,-0.22966765430937933,-0.4431988236439094,4426043.977549722,-89428.19604301504,4576298.4918766115,-52528.63200285181,0.0,0.0,0.0
0,21,1473457893.0,1,0.017808058672713917,-0.2546044388254844,-0.3465901085246841,4426044.062959957,-89428.17253403256,4576298.544260165,-52380.52326867918,0.0,0.0,0.0
0,22,1473457894.0,1,0.016579262145766698,-0.26843852555049974,-0.4470273361482091,4426044.003333158,-89428.17255832082,4576298.462253014,-52232.52819707614,0.0,0.0,0.0
