generation,branch,rho,phi,alive,cell,status,orientation
12,7511,-0.0841670856,0.956841886,1,40091,0,0
12,7514,-0.11578083,1.0571171,0,38060,3,0
12,7515,-0.082930468,0.951342583,1,40091,0,0
12,7516,-0.114647537,1.05186057,0,38059,3,0
12,7517,-0.081756413,0.945898414,1,40090,0,0
12,7518,-0.124209262,0.833111346,0,4294967295,1,0
12,7519,-0.079618752,0.800277829,1,40066,0,0
12,7526,-0.115753606,1.05642116,0,38060,3,0
12,7527,-0.0828950182,0.950609565,1,40090,0,0
12,7530,-0.125182465,0.972481966,0,4294967295,1,0
12,7531,-0.0816624314,0.945091248,1,40090,0,0
12,7532,-0.102800123,1.05687344,0,39084,3,0
12,7533,-0.0804898441,0.939605713,1,40089,0,0
12,7534,-0.0793975592,0.93425709,1,40088,0,0
12,7535,-0.123001039,0.827042282,0,4294967295,1,0
12,7538,-0.102760181,1.05611575,0,39084,3,0
12,7539,-0.0804587156,0.938882172,1,40089,0,0
12,7540,-0.101619199,1.05075026,0,39083,3,0
12,7541,-0.0792867392,0.93335861,1,40088,0,0
12,7542,-0.12185201,0.821001351,0,4294967295,1,0
12,7543,-0.0771755055,0.787677646,1,40064,0,0
12,7544,-0.0899018571,1.05588949,0,39084,3,0
12,7545,-0.0781679451,0.927260578,1,40087,0,0
12,7546,-0.120782487,0.815093756,0,4294967295,1,0
12,7547,-0.0760703683,0.78156513,1,40063,0,0
12,7548,-0.1197934,0.80932802,0,4294967295,1,0
12,7549,-0.0750389248,0.77555263,1,40062,0,0
12,7550,-0.0740861073,0.769668162,1,40061,0,0
12,7551,-0.0732203349,0.62898469,1,40038,0,0
12,7574,-0.115723878,1.05572307,0,38060,3,0
12,7575,-0.126344442,0.977115095,0,4294967295,1,0
12,7622,-0.102659583,1.05394125,0,39083,3,0
12,7623,-0.0803460926,0.936650395,1,40088,0,0
12,7626,-0.0908409357,1.05960453,0,39084,3,0
12,7627,-0.0791125596,0.93102622,1,40087,0,0
12,7628,-0.089696683,1.05418384,0,39083,3,0
12,7629,-0.0779636502,0.925550759,1,40086,0,0
12,7630,-0.0768794864,0.920138896,1,40085,0,0
12,7631,-0.0758618712,0.779804587,1,40063,0,0
12,7636,-0.0779044628,1.059111,0,40108,3,0
12,7637,-0.0767700598,0.919240773,1,40085,0,0
12,7638,-0.075691551,0.913808823,1,40084,0,0
12,7639,-0.119451687,0.807334602,0,4294967295,1,0
12,7650,-0.0779172778,1.05785537,0,40108,3,0
12,7651,-0.0767899826,0.918008208,1,40085,0,0
12,7652,-0.0767819956,1.05238259,0,40107,3,0
12,7653,-0.0756524056,0.912488937,1,40084,0,0
12,7654,-0.118387476,0.800792634,0,4294967295,1,0
12,7655,-0.0735734478,0.766666353,1,40060,0,0
12,7656,-0.0756779984,1.04625046,1,40106,0,0
12,7657,-0.0745532587,0.906333804,1,40083,0,0
12,7658,-0.0734742731,0.900804937,1,40082,0,0
12,7659,-0.0724818259,0.760454953,1,40059,0,0
12,7660,-0.0724545717,0.894735932,1,40081,0,0
12,7661,-0.0714679062,0.754368484,1,40058,0,0
12,7662,-0.115478098,0.648339868,0,4294967295,1,0
12,7663,-0.0696864128,0.607651293,1,40035,0,0
12,7664,-0.0746233687,1.03952682,1,40105,0,0
12,7665,-0.0735017881,0.899576366,1,40082,0,0
12,7668,-0.0714236349,0.887980282,1,40080,0,0
12,7669,-0.0704325438,0.747533023,1,40057,0,0
12,7672,-0.0704893917,0.881478727,1,40079,0,0
12,7673,-0.0695042387,0.741014302,1,40056,0,0
12,7674,-0.0685963631,0.73511523,1,40055,0,0
12,7675,-0.0677598566,0.594305396,1,40032,0,0
12,7678,-0.0661747679,0.581619143,1,40030,0,0
12,7679,-0.065514937,0.440573663,1,40007,0,0
12,7726,-0.128844947,1.05531609,0,38059,3,0
12,7727,-0.0854522288,0.961007297,1,40092,0,0
12,7734,-0.127588212,1.04994977,0,38059,3,0
12,7735,-0.127588212,0.982454598,0,4294967295,1,0
12,7738,-0.115781188,1.05578256,0,38060,3,0
12,7739,-0.0829226002,0.949970901,1,40090,0,0
12,7958,-0.102509752,1.0515393,0,39083,3,0
12,7959,-0.0801849663,0.934187353,1,40088,0,0
12,7962,-0.0906891674,1.05717504,0,39084,3,0
12,7963,-0.0789622217,0.928589523,1,40087,0,0
12,7964,-0.121495791,0.951239884,0,4294967295,1,0
12,7965,-0.0778076798,0.923066735,1,40086,0,0
12,7966,-0.120450437,0.810999155,0,4294967295,1,0
12,7967,-0.0757083148,0.777295768,1,40062,0,0
12,7978,-0.0894503817,1.05092394,0,39083,3,0
12,7979,-0.0777066574,0.922226906,1,40086,0,0
12,8006,-0.0894540846,1.04960871,0,39083,3,0
12,8007,-0.0777115673,0.920906067,1,40086,0,0
12,8012,-0.0764707774,1.04954827,0,40107,3,0
12,8013,-0.0753439218,0.909641325,1,40084,0,0
12,8014,-0.118113816,0.798087895,0,4294967295,1,0
12,8015,-0.073275432,0.763816833,1,40060,0,0
12,8018,-0.0764322802,1.04880357,1,40106,0,0
12,8019,-0.0753141493,0.908931196,1,40084,0,0
12,8020,-0.0752904415,1.0432359,1,40106,0,0
12,8021,-0.0741684511,0.903305948,1,40083,0,0
12,8040,-0.115900844,0.91957438,0,4294967295,1,0
12,8041,-0.0719629079,0.890192091,1,40081,0,0
12,8042,-0.0709106103,0.884671867,1,40080,0,0
12,8043,-0.069929339,0.74425751,1,40057,0,0
12,8056,-0.0679685622,0.865172684,1,40077,0,0
12,8057,-0.0670060068,0.724705458,1,40054,0,0
12,8058,-0.0660994798,0.71866405,1,40053,0,0
12,8059,-0.0652921051,0.577909648,1,40030,0,0
12,8060,-0.0652718842,0.712190151,1,40052,0,0
12,8061,-0.110441379,0.613522708,0,4294967295,1,0
12,8062,-0.109749392,0.47256729,0,4294967295,1,0
12,8063,-0.063096121,0.424036264,1,40005,0,0
12,8098,-0.0741380975,1.03429234,1,40104,0,0
12,8099,-0.0730229765,0.894331038,1,40081,0,0
12,8100,-0.0730164275,1.02871823,1,40103,0,0
12,8101,-0.0718977377,0.888698936,1,40080,0,0
12,8102,-0.114839233,0.777838528,0,4294967295,1,0
12,8103,-0.114839233,0.777838528,0,4294967295,1,0
12,8116,-0.0677673891,0.863963962,1,40076,0,0
12,8117,-0.0668025166,0.723473072,1,40053,0,0
12,8118,-0.0659038126,0.717471361,1,40052,0,0
12,8119,-0.065084368,0.576603532,1,40029,0,0
12,8120,-0.0668404996,0.857287467,1,40075,0,0
12,8121,-0.0658893138,0.716819704,1,40052,0,0
12,8122,-0.064997524,0.710804224,1,40051,0,0
12,8123,-0.0641849637,0.569924414,1,40028,0,0
12,8124,-0.109400049,0.605989456,0,4294967295,1,0
12,8125,-0.063376002,0.563447237,1,40027,0,0
12,8126,-0.0626533777,0.557137251,1,40026,0,0
12,8127,-0.0620253831,0.416081458,1,41027,0,0
12,8130,-0.0730590895,1.02679288,1,40103,0,0
12,8131,-0.0719561726,0.886832118,1,40080,0,0
12,8134,-0.0697856024,0.875591397,1,40078,0,0
12,8135,-0.0688131154,0.735151947,1,40055,0,0
12,8144,-0.0698349625,1.00811601,1,40100,0,0
12,8145,-0.0687451959,0.868080497,1,40077,0,0
12,8146,-0.0677077398,0.862466395,1,40076,0,0
12,8147,-0.0667405874,0.721951663,1,40053,0,0
12,8150,-0.0648819804,0.709797502,1,40051,0,0
12,8151,-0.06407924,0.568981171,1,40028,0,0
12,8152,-0.110066719,0.745660901,0,4294967295,1,0
12,8153,-0.0648776591,0.709210873,1,40051,0,0
12,8154,-0.109215304,0.604851961,0,4294967295,1,0
12,8155,-0.0631912574,0.562309742,1,40027,0,0
12,8158,-0.0616776869,0.549498558,1,41049,0,0
12,8159,-0.0610512234,0.408366024,1,41026,0,0
12,8168,-0.0649056211,0.842385292,1,40073,0,0
12,8169,-0.0639545619,0.70179826,1,40050,0,0
12,8170,-0.0630880594,0.695816278,1,40049,0,0
12,8171,-0.0622916669,0.55490917,1,41050,0,0
12,8172,-0.0622826628,0.689283788,1,41072,0,0
12,8173,-0.107597701,0.591572762,0,4294967295,1,0
12,8174,-0.0607941672,0.542076826,1,41048,0,0
12,8175,-0.0601837113,0.401002765,1,41025,0,0
12,8176,-0.064064078,0.835172176,1,40072,0,0
12,8177,-0.0631310269,0.694627702,1,40049,0,0
12,8178,-0.0622682087,0.688611627,1,41072,0,0
12,8179,-0.0614852235,0.547735631,1,41049,0,0
12,8180,-0.0614802837,0.682132244,1,41071,0,0
12,8181,-0.0607073978,0.541266501,1,41048,0,0
12,8182,-0.060003221,0.534857869,1,41047,0,0
12,8183,-0.059394531,0.393707275,1,41024,0,0
12,8188,-0.0586957261,0.521037161,1,41044,0,0
12,8189,-0.104926541,0.430374235,0,4294967295,1,0
