trajectory_id,channel,ux,uy,uz,k_off,k_on,force_off,force_on,angle_center,angle_tolerance,error_limit,fringe_width,support_kind,cx,cy,cz,support_extent,support_ax,support_ay,support_az,support_angle
1057,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1057,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1058,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1058,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1058,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1059,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1059,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1059,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1060,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1060,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1060,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1061,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1061,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1061,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1062,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1062,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1062,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1063,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1063,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1063,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1064,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1064,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1064,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1065,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1065,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1065,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1066,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1066,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1066,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1067,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1067,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1067,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1068,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1068,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1068,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1069,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1069,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1069,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1070,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1070,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1070,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1071,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1071,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1071,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1072,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1072,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1072,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1073,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1073,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1073,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1074,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1074,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1074,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1075,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1075,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1075,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1076,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1076,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1076,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1077,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1077,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1077,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1078,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1078,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1078,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1079,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1079,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1079,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1080,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1080,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1080,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1081,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1081,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1081,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1082,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1082,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1082,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1083,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1083,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1083,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1084,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1084,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1084,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1085,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1085,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1085,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1086,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1086,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1086,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1087,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1087,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1087,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1088,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1088,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1088,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1089,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1089,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1089,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1090,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1090,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1090,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1091,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1091,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1091,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1092,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1092,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1092,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1093,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1093,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1093,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1094,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1094,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1094,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1095,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1095,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1095,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1096,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1096,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1096,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1097,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1097,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1097,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1098,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1098,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1098,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1099,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1099,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1099,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1100,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1100,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1100,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1101,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1101,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1101,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1102,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1102,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1102,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1103,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1103,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1103,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1104,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1104,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1104,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1105,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1105,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1105,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1106,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1106,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1106,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1107,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1107,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1107,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1108,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1108,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1108,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1109,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1109,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1109,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1110,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1110,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1110,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1111,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1111,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1111,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1112,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1112,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1112,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1113,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1113,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1113,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1114,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1114,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1114,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1115,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1115,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1115,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1116,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1116,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1116,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1117,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1117,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1117,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1118,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1118,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1118,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1119,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1119,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1119,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1120,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1120,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1120,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1121,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
1121,1,0,0.7071067811865476,0.7071067811865476,0,2,-0.1,0.1,1,1,0.4,0.1,1,0,0,-20,100,0,0,1,1.1
1121,2,1,0,0,0.2,4,0,-0.2,-1,0.8,1.1,0.2,0,8,0,0,20,0.0,0.0,1.0,0.0
1122,0,0.7071067811865476,0.7071067811865476,0,0.1,3,0,0.5,0,1.2,0.7,0.1,0,0,0,0,50,0.0,0.0,1.0,0.0
