seconds_after_cutoff,line_of_sight_error_deg,azimuth_error_deg,elevation_error_deg,range_error_m,reference_range_m,reference_elevation_deg,reference_visible
248.81520414352417,2.939582874969572e-08,-1.928145820784266e-08,-2.2319659009895076e-08,0.10420632362365723,145996858.84194177,7.191708487642856,False
548.8152039051056,2.956773709021811e-08,-1.9143215013173176e-08,-2.267604681804869e-08,0.10420602560043335,146048718.6221209,7.603067941648956,False
848.8152039051056,2.981507262645521e-08,-1.904354007820075e-08,-2.3094306911275453e-08,0.10430991649627686,146098247.26565036,8.023184662702697,False
1148.8152039051056,3.007218976791536e-08,-1.894588308459788e-08,-2.3519019620721338e-08,0.104421466588974,146145464.93410838,8.451947106173954,False
1448.815203666687,3.0275001186172166e-08,-1.8816876945493277e-08,-2.3894680012404024e-08,0.10445049405097961,146190392.1779799,8.889242769975407,False
1748.815203666687,3.0508253923236295e-08,-1.8701427961786976e-08,-2.4294291023352343e-08,0.10451698303222656,146233049.93045574,9.334958283056235,False
2048.815203666687,3.0759826901926515e-08,-1.8592800188343972e-08,-2.4707643930810264e-08,0.10460221767425537,146273459.50127205,9.788979486510184,False
2348.8152034282684,3.096492149844277e-08,-1.8458820250089047e-08,-2.5077662613171015e-08,0.10461905598640442,146311642.5702592,10.251191514006127,True
2648.8152034282684,3.12282898592033e-08,-1.8351499875279842e-08,-2.5496758482290716e-08,0.10470792651176453,146347621.18043476,10.721478868350442,True
2948.8152034282684,3.146581084397337e-08,-1.822957074182341e-08,-2.5890470212175387e-08,0.10475665330886841,146381417.73140937,11.199725489943072,True
3248.81520318985,3.166546851136637e-08,-1.808837168937316e-08,-2.6247587214811574e-08,0.10475069284439087,146413054.97204572,11.685814824701955,True
3548.81520318985,3.193115829639551e-08,-1.797644699763623e-08,-2.6661387764193023e-08,0.10482391715049744,146442555.99319074,12.179629887468797,True
3848.8152029514313,3.214281996111195e-08,-1.783854486347991e-08,-2.70237432431486e-08,0.10482290387153625,146469944.2204595,12.681053316640165,True
4148.815202951431,3.238498899950147e-08,-1.771331881172955e-08,-2.7410987257781017e-08,0.10485482215881348,146495243.40620136,13.189967430758928,True
4448.815202951431,3.264495327615188e-08,-1.7594771861695335e-08,-2.7811823954948522e-08,0.1049019992351532,146518477.6218633,13.706254273883305,True
4748.815202713013,3.286257314464863e-08,-1.745712552292389e-08,-2.81711045602151e-08,0.10489252209663391,146539671.24993572,14.229795660508609,True
5048.815202713013,3.310779113129308e-08,-1.733070575937745e-08,-2.8552905817491592e-08,0.10491031408309937,146558848.97553998,14.760473215957457,True
5348.815202713013,3.3371832969646726e-08,-1.7211448266607476e-08,-2.8949392216759406e-08,0.1049436628818512,146576035.77814567,15.298168407841281,True
