trajectory_id,q0,present,asa_mask,na_mask,boundary_mask,initial_time,p0_e,p0_n,p0_u,v0_e,v0_n,v0_u,mass_e,mass_n,mass_u,damping_e,damping_n,damping_u,k00,k01,k02,k10,k11,k12,k20,k21,k22,r0,core,blend_weight,axis,hoop0,hoop_rate
0,0,63,4294967295,4294967295,0,1473458148.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,3.0,3.5,2.5,2.0,0.2,0.1,0.2,2.5,-0.15,0.1,-0.15,3.0,100000.0,0.1,0.35,0.0,0.0,0.05
