epoch_id,tick_ms,status,iterations,used,asa,na,hits,output_mask,q_after,blend,x_m,y_m,z_m,clock_m,rms_m,chi2,sigma_x_m,sigma_y_m,sigma_z_m,sigma_clock_m,east_m,north_m,up_m,rho,theta_rad,delta_rho,delta_theta_rad,otan_raw_rad,otan_relative_rad,otan_directed_rad,chart_status,otan_status,cone_residual_m,cone_class,sphere_l_m,sphere_r_m,sphere_flags,key_contiguous,key_morton
12,1280000012000,ok,3,12,4095,4095,0,4095,1,0,3920051.2051726975,343113.74022975535,5002785.1173582496,23002.68031995829,0.96133494941050268,8.2941386202954774,0.84379384412203606,0.72947321719976033,1.1357761653242981,0.82892482892122432,153.11446363176907,-72.760511175031539,13.714919686491772,-4.0773503095758334,-0.44361426599179715,0.0060536464446530047,0.0034340148169537121,0.51600092631515204,0.25420153851600263,0.25420153851600275,0,0,-13.718386200469446,-1,-329.92287049193493,-412.36185460089018,3,14686061220925931748,17033446941041679005
13,1280000013000,ok,3,10,4092,4092,0,4092,1,0,3920048.0467963521,343113.22000839491,5002783.6046799235,23000.517490248509,0.92335111719072571,5.4859530118540869,1.3395383238001437,0.74806774737984061,1.3341242870744785,1.1460927472108084,152.87149250693031,-71.176716560146787,10.55790736916757,-4.0826379550860654,-0.4357495435542012,-0.0052876455102319753,0.0078647224375959501,-0.97888698948937614,-1.2406863772885255,1.9009062763012678,0,0,-11.431339901469014,-1,-331.04057407295727,-413.98435835951858,3,14681170615221387492,17167992235806742975
14,1280000014000,ok,3,12,4095,4095,0,4095,1,0,3920050.202599355,343113.32440542267,5002785.0749615906,23002.478714144017,1.0115620396873277,9.4382751630028583,0.84379387753640978,0.7294732269581754,1.1357761966710591,0.82892487352748134,152.78760166054082,-71.971022249948135,13.044301204468645,-4.0810919297843062,-0.44022282392961021,0.0015460253017591796,-0.0044732803754090056,-1.2380347914719227,-1.4998341792710721,-1.4998341792710721,0,0,-13.45416678017971,-1,-330.60686832461147,-412.94259138603309,3,14682595569812832484,17168555177859613316
15,1280000015000,ok,3,12,4095,4095,0,4095,1,0,3920049.0132808778,343113.11632218491,5002783.922214523,23001.586590057621,1.0322214249725394,9.0967069107869136,0.84379394726196189,0.72947325603042401,1.1357762917868484,0.82892499222164051,152.68396617757011,-71.732803687028252,11.395327439107383,-4.0822482737958987,-0.43920712835384018,-0.0011563440115924806,0.0010156955757700259,-0.72073435808787478,-0.98253374588702425,2.1590589077027689,0,0,-12.123704724667665,-1,-330.92060403479206,-413.31519355197509,3,14681540041472835812,17176999426500907932
16,1280000016000,ok,3,12,4095,4095,0,4095,1,0,3920048.3761676541,343112.98367366451,5002783.7791448794,23001.281725645738,1.070101410864053,8.1326424079046244,0.84379397153913827,0.72947326416432645,1.1357763172077078,0.82892502739040419,152.60735050106669,-71.311634287320473,10.884715857131184,-4.0837199024380997,-0.43713752990144994,-0.0014716286422009617,0.0020695984523902422,-0.95267963948470735,-1.2144790272838568,1.9271136263059365,0,0,-11.805538998268318,-1,-331.20180791556311,-413.68725788999768,3,14680185448922874084,17177562376422851087
17,1280000017000,ok,3,12,4095,4095,0,4095,1,0,3920048.231132397,343113.27572167519,5002786.471685362,23002.587696114333,0.4313044385140376,1.2505636958252437,0.84379390141807464,0.72947322367491108,1.1357761737161947,0.82892487172278373,152.91092783645533,-69.560144163439702,12.933184715637108,-4.0864407832721223,-0.42692650797562076,-0.0027208808340226653,0.010211021925829178,-1.3103821423540603,-1.5721815301532096,1.5694111234365835,0,0,-13.808415538619794,-1,-331.51370152225149,-415.01022626132703,3,14677669794843885796,14718033902684619188
18,1280000018000,ok,3,12,4095,4095,0,4095,1,0,3920048.5748818913,343115.83842601412,5002785.0028799893,23001.923060529836,0.77512030463184012,3.2925154773241312,0.84379392791332986,0.72947324566818594,1.135776228853363,0.82892494280012297,155.43392056917497,-70.910284239661522,12.124088978588109,-4.069584377907403,-0.42800495191622895,0.016856405364719329,-0.0010784439406081869,-0.063891208355847245,-0.32569059615499663,-0.32569059615499663,0,0,-11.679870818516507,-1,-328.72546713531835,-415.37496008659781,3,14693221284291346660,14718596852266092920
19,1280000019000,ok,3,12,4095,4095,0,4095,1,0,3920049.4993259604,343113.84376195958,5002785.6320080627,23002.312172898375,0.28488096985200401,0.45390187375351132,0.84379388376517361,0.72947322534115777,1.1357761821242109,0.82892486879697469,153.36627620409359,-71.111661279958824,13.079796950365555,-4.0801426839806689,-0.43416528654842002,-0.010558306073265911,-0.0061603346321910668,0.52816791730527235,0.26636852950612294,-2.8752241240836707,0,0,-13.404709812293079,-1,-330.44421527128981,-413.96132466540831,3,14683475195979858148,14727041092501396294
20,1280000020000,ok,3,10,4092,4092,0,4092,1,0,3920048.5527007487,343114.26849668386,5002785.9335763417,23004.148194124598,0.22986481138123946,0.20370190769864968,1.3395382017521751,0.74806770349303242,1.3341241182177463,1.146092537989037,153.87189850794792,-70.212055667589269,12.759643655089899,-4.0796493522598007,-0.4280822999753412,0.00049333172086818422,0.0060829865730788191,1.4898731857354683,1.228073797936319,1.228073797936319,0,0,-13.085739642642132,-1,-330.38542981891635,-415.02739844788448,3,14683932609866760420,14727604043425799100
21,1280000021000,ok,3,12,4095,4095,0,4095,1,0,3920049.9020562856,343113.2451006975,5002784.9097909722,23003.14191293576,0.28263794269978676,0.71492342946288345,0.84379389170659691,0.72947323230828165,1.135776214044272,0.82892489598977936,152.73479276823721,-71.831334858267425,12.725560929885024,-4.0817272692660662,-0.43960744685999986,-0.0020779170062654728,-0.011525146884658666,1.3924184471450358,1.1306190593458865,-2.0109735942439069,0,0,-13.23176385229363,-1,-330.738080211593,-413.07658322890063,3,14682015029312651492,14862149080685218107
22,1280000022000,ok,3,12,4095,4095,0,4095,1,0,3920049.8629831765,343116.01905626181,5002786.1008937638,23003.9744632845,1.0032675029163165,5.6995391942707547,0.84379385660717043,0.72947321649549701,1.1357761342400159,0.82892482331360118,155.50159803999097,-71.257860223517469,13.789044579124429,-4.0683788700533832,-0.42968943981563124,0.013348399212683049,0.0099180070443686263,0.63901310343442785,0.37721371563527845,0.37721371563527845,0,0,-13.018725149102341,-1,-328.3941510698707,-414.86523523827668,3,14694329587330908388,14862679191966767395
23,1280000023000,ok,3,12,4095,4095,0,4095,1,0,3920049.4720767378,343115.41248257528,5002787.3404502217,23004.477723737462,1.0906796931646907,8.817332916511635,0.84379383550396414,0.72947320026043438,1.1357760811668061,0.82892476588494235,154.93140229047975,-70.146187491901443,14.49353037615252,-4.0741229576563018,-0.42514380365013121,-0.0057440876029186683,0.0045456361655000221,-0.6694498657475636,-0.93124925354671295,2.2103434000430799,0,0,-14.118685345220735,-1,-329.31230431543133,-415.37300346865652,3,14689034352086319332,14871123441731815674
24,1280000024000,ok,3,12,4095,4095,0,4095,1,0,3920048.5335944961,343115.39989969862,5002786.36709827,23003.630295448267,1.0148686899728794,9.4648119093905621,0.84379389209518663,0.72947322433182049,1.1357761587704001,0.82892486320639291,155.00066141229431,-70.007858654750265,13.150254687585736,-4.0740870327262231,-0.42423491840288141,3.5924930078756745e-05,0.00090888524724980213,1.5312905269176011,1.2694911391184518,1.2694911391184518,0,0,-12.95231952103992,-1,-329.41502261330112,-415.74461474123541,3,14689069539012640996,14871686391649831744
25,1280000025000,ok,3,12,4095,4095,0,4095,1,0,3920048.2527614483,343115.27432624693,5002786.6500170035,23003.750997990228,1.0439221441714319,9.4489063104337543,0.84379389332623245,0.72947322244612489,1.1357761516628042,0.82892485804147631,154.90004201837104,-69.604594797192561,13.194219458239658,-4.0756014887222776,-0.42231465557310405,-0.0015144559960544868,0.0019202628297773638,-0.90300146222733246,-1.1648008500264819,1.9767918035633112,0,0,-13.119083989118099,-1,-329.66823531329612,-416.01849457208891,3,14687662169501892836,17023844055591178688
26,1280000026000,ok,3,12,4095,4095,0,4095,1,0,3920047.5314889597,343114.95385685097,5002785.8881425662,23003.242961160806,1.0679224921611985,9.2147600318437348,0.8437939375868253,0.72947324088770216,1.135776213892207,0.82892493399109812,154.64365514468554,-69.485434151301888,12.134288419787357,-4.0772675922493216,-0.42229338890806523,-0.0016661035270439939,2.1266665038821575e-05,-0.012763618725104288,-0.27456300652425369,2.8670296470655394,0,0,-12.342507824654863,-1,-330.02904191845619,-416.13901662105491,3,14686131649387233508,17024407005038695397
27,1280000027000,ok,3,10,4092,4092,0,4092,1,0,3920049.5120188012,343115.76183722564,5002788.3153611058,23005.325202192264,0.8281940699034841,3.854609943051674,1.3395380456928905,0.74806765289287291,1.3341239269129579,1.1460922898967547,155.27594636071996,-69.601320982583971,15.305013674134862,-4.0735919141490911,-0.42139165526720063,0.0036756781002305061,0.00090173364086459928,0.24057331019844688,-0.021226077600702525,-0.021226077600702525,0,0,-14.776280889404758,-1,-329.15150909562203,-415.86422698985086,3,14689526943780929764,17032851126030731954
28,1280000028000,ok,3,12,4095,4095,0,4095,1,0,3920045.9802468251,343116.37601269386,5002784.2558834618,23002.411057796304,0.97414501740995207,7.2743308208615662,0.84379402998075714,0.72947328231578767,1.1357763348844099,0.82892509474549803,156.19559891564302,-69.370282483381828,9.9729555415703715,-4.069219135872383,-0.41795707541752164,0.0043727782767080114,0.003434579849678987,0.66580314375609495,0.40400375595694554,0.40400375595694565,0,0,-9.7857290513687527,-1,-328.80198291255022,-417.35303097864056,3,14693555564052873444,17033414075960574139
29,1280000029000,ok,3,12,4095,4095,0,4095,1,0,3920046.8914865945,343116.51280388923,5002784.7661525207,23003.088008089093,1.104864497970979,6.1506571898809446,0.84379398688420026,0.72947326585463934,1.1357762823106612,0.82892502618099884,156.25244980030203,-69.780858531524643,10.94127343686408,-4.067938735183704,-0.42001496233494079,0.0012804006886790731,-0.0020578869174191494,-1.0142188271063459,-1.2760182149054953,-1.2760182149054953,0,0,-10.51483196541235,-1,-328.52432315219517,-416.91613977256486,3,14694734234750583012,17167959114293220162
30,1280000030000,ok,3,12,4095,4095,0,4095,1,0,3920049.6353620589,343115.90310087858,5002789.2713787742,23006.266665822204,1.1101813325493048,6.6148293141797048,0.84379377640925468,0.72947316894936576,1.13577596950863,0.82892464285603529,155.40592238957629,-69.119265628493039,16.14159458988177,-4.0740495546968019,-0.41849278694648123,-0.0061108195130978871,0.0015221753884595568,-0.24412684076372165,-0.50592622856287106,2.6356664250269222,0,0,-15.539708726077132,-1,-329.15204224023842,-416.17485034400011,3,14689104739448324324,17168522056217428758
31,1280000031000,ok,3,12,4095,4095,0,4095,1,0,3920049.5777293113,343116.20644171198,5002788.3854626063,23005.952791301239,1.0496844908219298,9.2926500152456093,0.84379380231859968,0.72947318361847902,1.1357760171499254,0.82892469803066338,155.71313194444664,-69.640281023281702,15.424412674964355,-4.0711563950218812,-0.42055173584241323,0.0028931596749206534,-0.0020589488959320001,-0.61850933836733668,-0.88030872616648614,-0.88030872616648614,0,0,-14.672215021457271,-1,-328.72752495710847,-416.04162978273553,3,14691761153773764836,17176966304987630309
32,1280000032000,ok,3,12,4095,4095,0,4095,1,0,3920048.6886125947,343117.39183441253,5002787.0833487185,23005.361374301425,1.0417124119703127,9.585700901965204,0.84379386493714215,0.72947321342419946,1.1357761041287155,0.82892481175200905,156.97150549570651,-69.825387339405125,13.916627337341598,-4.0640026158774694,-0.41854492626640577,0.0071537791444118426,0.0020068095760074622,0.27349490941512877,0.011695521615979365,0.011695521615979421,0,0,-12.75411365710659,-1,-327.6361094337534,-416.80920379723239,3,14698358229181661412,17177529254910133124
33,1280000033000,ok,3,12,4095,4095,0,4095,1,0,3920048.1812802679,343117.40655759198,5002786.9553250354,23005.275532360523,1.1302085613753783,9.9900565782371213,0.84379388450875781,0.72947322022799543,1.135776124420957,0.82892484047568393,157.03038957478412,-69.506955739071174,13.505376919168821,-4.0644411877865734,-0.41671132024684671,-0.000438571909104013,0.0018336060195590642,-1.3360216609858131,-1.5978210487849624,1.5437716048048309,0,0,-12.435625668730198,-1,-327.7439250654698,-417.17488592258485,3,14697953614007009508,14717998871991585009
34,1280000034000,ok,3,10,4092,4092,0,4092,1,0,3920047.9089423236,343117.37485734181,5002787.7891203258,23005.315765088351,1.0046934160115262,5.7107884747328663,1.3395381693388444,0.74806767144803477,1.3341240221821731,1.1460924441774014,157.02254576944696,-68.777654346960148,13.993685635331644,-4.0661959651781769,-0.4128395441545985,-0.001754777391603568,0.0038717760922482025,-1.1452655115501114,-1.4070648993492607,1.7345277542405326,0,0,-13.009051603321012,-1,-328.00503247173629,-417.70023968886852,3,14696335143699546340,14718561821443771133
35,1280000035000,ok,3,12,4095,4095,0,4095,1,0,3920047.3939988283,343117.04200695117,5002786.4333477682,23004.931543665894,1.0123652849513145,9.3154251484494317,0.84379392428883815,0.72947323550122734,1.1357761756888789,0.82892490483355064,156.7358422578499,-69.185254334909871,12.59163757610434,-4.0667700617450944,-0.41569015682035892,-0.00057409656691742583,-0.0028506126657604214,1.3720606480637612,1.1102612602646118,-2.0313313933251815,0,0,-11.844035425389293,-1,-328.21154578228567,-417.43526116209307,3,14695807370136355044,14727006062690173099
36,1280000036000,ok,3,12,4095,4095,0,4095,1,0,3920046.714830406,343117.05759863887,5002785.7311816281,23004.306527413642,1.1213204575260696,8.8655404639017075,0.84379396515078597,0.72947325290822174,1.1357762315824469,0.82892497510397145,156.81056804275954,-69.085466355464206,11.622613040297225,-4.0666060111138611,-0.41498130050567211,0.00016405063123325903,0.00070885631468681209,1.3433701909040745,1.0815708031049251,1.0815708031049251,0,0,-10.990781308477411,-1,-328.25180919343171,-417.70046277028302,3,14695965701828116708,14727569012607945584
37,1280000037000,ok,3,12,4095,4095,0,4095,1,0,3920046.5376778599,343116.59936453745,5002787.6135830022,23005.190918190714,0.79104359284006776,3.462881801992955,0.84379391934829773,0.72947322473145437,1.1357761371971673,0.82892487011382376,156.36951752217959,-67.756006086432379,12.972726472988619,-4.0720859977058597,-0.40888565610258171,-0.0054799865919985535,0.0060956444030904056,-0.83853377971615306,-1.1003331675153025,2.0412594860744906,0,0,-12.628239842535482,-1,-329.08892954800478,-418.37410340967131,3,14690916761483116772,14862114051007449441
38,1280000038000,ok,3,12,4095,4095,0,4095,1,0,3920046.6807954567,343119.75246281625,5002787.4468812514,23005.402394990051,0.47413583195673886,1.6314796483804415,0.84379391550473393,0.72947322877244813,1.1357761237434907,0.8289248708585556,159.49814378962307,-68.187540708216218,13.098330712040816,-4.0543796043875142,-0.4039973111112613,0.017706393318345448,0.0048883449913204036,0.26936810764568075,0.0075687198465313466,0.0075687198465313466,0,0,-11.214835641566026,-1,-326.04378468243249,-419.61649838578387,3,14707242323826639076,14862685083374502689
39,1280000039000,ok,3,12,4095,4095,0,4095,1,0,3920048.2238628226,343117.83497582626,5002787.1610395592,23004.887450532518,0.19925131293437384,0.28178614981268862,0.8437938769486113,0.72947321698665168,1.1357761096296755,0.82892482592859695,157.45346623415466,-69.443156673809824,13.716587104292937,-4.0623400323324796,-0.41537721570490549,-0.0079604279449654314,-0.011379904593644186,0.96039511488870355,0.6985957270895542,-2.4429969265002391,0,0,-12.437938055146665,-1,-327.36717925098071,-417.41244460512723,3,14699906350373503204,14871129331066995044
40,1280000040000,ok,3,12,4095,4095,0,4095,1,0,3920047.0839057202,343118.7239799939,5002787.1696027769,23006.864553123647,0.26278382398806671,0.43475369046878048,0.84379391168226703,0.7294732283967944,1.1357761341372317,0.82892487181755969,158.43844128050137,-68.604060978199129,13.071880577298419,-4.0590532434366322,-0.40862830626295193,0.0032867888958474367,0.0067489094419535545,1.1175943162656155,0.8557949284664661,0.8557949284664661,0,0,-11.596333681583538,-1,-326.85228583685404,-418.73035986469517,3,14702932225301938404,14871692281051923164
41,1280000041000,ok,3,10,4092,4092,0,4092,1,0,3920047.7691194275,343116.61768823449,5002787.1787072914,23006.029808882788,0.39841121955838826,0.86522835413922683,1.3395382031731569,0.74806768458936901,1.3341240675577979,1.1460925007275384,156.28044428753458,-68.991697347378789,13.386289095582722,-4.069662164367867,-0.41573011543468658,-0.010608920931234778,-0.007101809171734641,0.58990538047157981,0.3281059926724304,-2.8134866609173628,0,0,-12.779612635210031,-1,-328.64474240534071,-417.23257530695912,3,14693150950001115364,17023841735175883124
42,1280000042000,ok,3,12,4095,4095,0,4095,1,0,3920048.8056994048,343119.77490656317,5002786.5040881382,23006.538597116036,0.68389031170212833,2.6545730223922801,0.84379387426586716,0.72947322348408949,1.1357761182361779,0.82892483911225434,159.33530454944579,-70.437598920630208,13.659847218533496,-4.0500777421527561,-0.41624106425451918,0.019584422215110919,-0.00051094881983260176,-0.026083635925351123,-0.28788302372450053,-0.28788302372450053,0,0,-11.327213885355071,-1,-325.25508292484761,-417.52779726584498,3,14711200531410387172,17024412894319657254
43,1280000043000,ok,3,12,4095,4095,0,4095,1,0,3920048.7189485244,343119.4609174736,5002788.5976484548,23007.560009387355,1.1145606163655388,8.7344090126492127,0.84379381959271149,0.72947319127856292,1.1357760091797633,0.82892471756094188,159.03007112056929,-69.059009328943972,15.239541161815666,-4.0548698592063923,-0.40968038318415745,-0.0047921170536362467,0.0065606810703617291,-0.93993823427849155,-1.201737622077641,1.9398550315121523,0,0,-13.111688249477622,-1,-325.95416148344373,-418.26918906126372,3,14706784911105163492,17024450424342104383
44,1280000044000,ok,3,12,4095,4095,0,4095,1,0,3920048.1524750679,343119.46467392734,5002787.970378465,23007.022626635404,1.0196835640957556,9.2885503532828899,0.84379385483497737,0.72947320643996427,1.1357760581040941,0.82892477867529724,159.08318469473124,-69.000764750838371,14.398018467281418,-4.0547225924054819,-0.40925028234896954,0.00014726680091037281,0.00043010083518790765,1.240907514856785,0.97910812705763561,0.97910812705763539,0,0,-12.370140913211765,-1,-326.00037895270378,-418.49788808435579,3,14706925649805574372,17032894673608016335
45,1280000045000,ok,3,12,4095,4095,0,4095,1,0,3920047.4088408514,343119.27646760998,5002787.1427252945,23006.478970434629,1.0041736783549557,9.2717071698015996,0.84379390145520716,0.7294732262382797,1.1357761237005519,0.82892485935742199,158.96050655169148,-68.913631092741653,13.279635243418117,-4.0555719404344961,-0.40907065290267014,-0.00084934802901415196,0.00017962944629940081,-0.20841976931813613,-0.47021915711728557,2.6713734964725075,0,0,-11.47520107117203,-1,-326.2361375148588,-418.70007819758695,3,14706134001907433700,17033457623026637410
46,1280000046000,ok,3,12,4095,4095,0,4095,1,0,3920047.5608496545,343119.14434227051,5002787.3534010481,23006.699255751217,1.1190195168135195,9.9924855646964144,0.84379389099165569,0.72947322139158299,1.1357761090581895,0.82892484055675064,158.81563554888913,-68.894180578730413,13.53179020525284,-4.0563840751215734,-0.40930042938163391,-0.00081213468707730385,-0.0002297764789637724,0.27572272072437809,0.013923332925228682,-3.1276693206645647,0,0,-11.763898587659821,-1,-326.35690754144218,-418.60178540646228,3,14705395129493684452,17168002653872722196
47,1280000047000,ok,3,12,4095,4095,0,4095,1,0,3920046.9366130494,343119.04716663423,5002786.8389297854,23006.390900347589,1.0279960008581179,9.230750977168201,0.8437939250726203,0.72947323524466268,1.135776154012319,0.8289248974144996,158.77323550022314,-68.714213415425831,12.738311043830464,-4.057022324963711,-0.40844364309722897,-0.00063824984213756153,0.00085678628440494231,-0.93054489337873592,-1.1923442811778853,1.9492483724119081,0,0,-11.131953170924128,-1,-326.52709720316727,-418.86089842332416,3,14704796997588189412,17168565603291382270
48,1280000048000,ok,3,10,4092,4092,0,4092,1,0,3920047.3867140757,343120.58013358695,5002787.2805101331,23006.948044570501,0.9475672047162278,5.1030718605904042,1.339538214359822,0.74806767392497164,1.334124069855275,1.146092512366524,160.26114016160381,-68.900967827598095,13.44459308641807,-4.0487322071883796,-0.40603843154443298,0.0082901177753313959,0.0024052115527959939,0.28237729763831526,0.020577909839165853,0.020577909839165853,0,0,-11.023516493721569,-1,-325.03790840088732,-419.3323024247328,3,14712449605232492772,17177009852569131157
49,1280000049000,ok,3,12,4095,4095,0,4095,1,0,3920046.1345121912,343120.64065126237,5002784.3690711036,23005.428522903396,1.0287809243635344,5.9133691685311121,0.84379401667491616,0.72947328285511415,1.1357762994164768,0.82892507708666852,160.43056413431128,-69.714591334800204,10.385596277474473,-4.0459939356231169,-0.40992902029172246,0.0027382715652626288,-0.0038905887472894807,-0.95751165044053577,-1.2193110382396852,-1.2193110382396852,0,0,-8.1351816746324541,-1,-324.76886474296225,-419.16853886174181,3,14714982869155348708,17177572674208553477
50,1280000050000,ok,3,12,4095,4095,0,4095,1,0,3920048.9920209595,343120.07381959405,5002788.6372518595,23008.54664760505,1.0015999470569645,4.9871060066630122,0.84379380909611323,0.72947318862300448,1.1357759961656839,0.82892470320627643,159.61684113251385,-69.291086124363531,15.471116868266861,-4.0512389890514973,-0.40956057277357011,-0.0052450534283803307,0.00036844751815234833,-0.070131460986978769,-0.33193084878612816,2.8096618048036648,0,0,-12.996911236114544,-1,-325.3055637790153,-418.3213026942633,3,14710145018936754404,14718044327205146666
51,1280000051000,ok,3,12,4095,4095,0,4095,1,0,3920050.3920557485,343120.15384393092,5002789.5460315943,23009.592358377919,0.9341045431153201,6.4336488204808902,0.8437937395979983,0.72947316126499728,1.1357759094128246,0.82892459051964673,159.57453988071671,-69.836125795053277,17.050206565733724,-4.0502108173179696,-0.41252754489252946,0.0010281717335276497,-0.0029669721189593545,-1.2372080698803887,-1.499007457679538,-1.499007457679538,0,0,-14.274941962483201,-1,-324.98049312108338,-417.52568984312472,3,14711094988665749732,14718607269044715592
52,1280000052000,ok,3,12,4095,4095,0,4095,1,0,3920048.8153934013,343121.13673666649,5002786.8963677958,23008.083116142272,1.1062098230029822,11.126013310390903,0.84379386143524227,0.72947321845916957,1.1357760887003439,0.82892481377039029,160.6911075906159,-70.297227384741916,14.047986985987976,-4.043300998004443,-0.41238363413065665,0.0069098193135266328,0.00014391076187281193,0.020823982944390012,-0.24097540485475941,-0.24097540485475941,0,0,-11.071059154896115,-1,-324.04353329576236,-418.2428282118741,3,14717463360420577508,14727051518310912826
