epoch_id,tick_ms,status,iterations,used,asa,na,hits,output_mask,q_after,blend,x_m,y_m,z_m,clock_m,rms_m,chi2,sigma_x_m,sigma_y_m,sigma_z_m,sigma_clock_m,east_m,north_m,up_m,rho,theta_rad,delta_rho,delta_theta_rad,otan_raw_rad,otan_relative_rad,otan_directed_rad,chart_status,otan_status,cone_residual_m,cone_class,sphere_l_m,sphere_r_m,sphere_flags,key_contiguous,key_morton
10,1280000010000,ok,3,12,4095,4095,0,4095,1,0,3920050.4180446821,343112.55264427542,5002784.1388224661,23001.500000000673,1.0753986783132436e-09,7.0805039835788046e-18,0.84379389752658718,0.7294732388861993,1.1357762461522301,0.82892492150015606,151.99999999995447,-72.663489945433554,12.397338661008053,-4.0835502329194329,-0.44593333011710745,0.00049915868398908714,0.0017063256743601873,1.2862028487789117,1.0244034609797623,1.0244034609797623,0,0,-13.101217409564262,-1,-331.06901771163461,-412.03593474076916,3,14680343753943744740,17024441794148731536
11,1280000011000,ok,3,12,4095,4095,0,4095,1,0,3920050.2525897725,343112.7389328159,5002784.3045577975,23001.650000000252,1.5208433958286904e-09,1.6890256984588229e-17,0.84379389795467707,0.7294732380198814,1.1357762404746896,0.82892491824129011,152.2000000018439,-72.44436320905379,12.436459245873206,-4.0830388856923143,-0.44424873467188974,0.00051134722711854153,0.001684595445217707,1.276092212497115,1.0142928246979657,1.0142928246979657,0,0,-13.092011083634013,-1,-330.98020447326041,-412.32051962309941,3,14680801155549724900,17032883990998587686
12,1280000012000,ok,3,12,4095,4095,0,4095,1,0,3920050.0902372929,343112.92549277988,5002784.4676384451,23001.800000000465,1.5208433958286904e-09,1.1588916554789503e-17,0.84379389835755492,0.72947323716604617,1.135776234856817,0.82892491501243437,152.3999999997686,-72.229324945786857,12.475405253948505,-4.0825145840133148,-0.44258777225175921,0.00052430167899952806,0.0016609624201305295,1.2650339436503144,1.0032345558511651,1.0032345558511651,0,0,-13.081539155031457,-1,-330.88917504102881,-412.60165265637829,3,14681293741393576164,17033446940916620122
13,1280000013000,ok,3,10,4092,4092,0,4092,1,0,3920049.9312477428,343113.11234696594,5002784.6278403327,23001.949999999124,2.3560804576936211e-09,3.7894754906512419e-17,1.3395381587196729,0.74806771358940072,1.3341241465615861,1.1460925321874407,152.60000000156455,-72.018719171640299,12.514161103202035,-4.0819765916071722,-0.44095231036468235,0.00053799240614260668,0.0016354618870768611,1.2529919636546767,0.99119257585552734,0.99119257585552734,0,0,-13.06972427957923,-1,-330.79580342167048,-412.87904879369046,3,14681786327170318564,17167992235927552018
14,1280000014000,ok,3,12,4095,4095,0,4095,1,0,3920049.775876109,343113.29951767705,5002784.7849438181,23002.10000000105,2.6341780319308772e-09,7.8390128597851218e-17,0.84379389907938529,0.72947323550007126,1.1357762238202782,0.82892490865507629,152.80000000176139,-71.812882811343826,12.552711298149212,-4.0814242026752225,-0.43934417779573043,0.00055238893194964334,0.0016081325689519255,1.2399264096804856,0.97812702188133627,0.97812702188133627,0,0,-13.056491579460213,-1,-330.69996840180812,-413.1524283676037,3,14682296505065996516,17168555177859629295
15,1280000015000,ok,3,12,4095,4095,0,4095,1,0,3920049.6243714271,343113.48702669941,5002784.9387340099,23002.249999998792,2.8452374630643926e-09,6.4501791273775551e-17,0.84379389939433136,0.72947323469001102,1.1357762184114806,0.82892490553164422,152.99999999876454,-71.612145157601361,12.591040409208308,-4.0808567424049045,-0.43776516111908581,0.00056746027031806534,0.0015790166766446179,1.2257935033832514,0.96399411558410208,0.96399411558410208,0,0,-13.041768666628835,-1,-330.6015536308505,-413.4215174955358,3,14682824275080610020,17176999426630107901
16,1280000016000,ok,3,12,4095,4095,0,4095,1,0,3920049.4769764016,343113.67489527789,5002785.0890011247,23002.39999999915,1.862645149230957e-09,2.0088526178595618e-17,0.84379389967605989,0.72947323389658769,1.1357762130820768,0.82892490244835648,153.20000000350271,-71.416827350937638,12.629133120148403,-4.0802735674233004,-0.43621700133798352,0.00058317498160409542,0.0015481597811022874,1.2105455868011656,0.94874619900201629,0.94874619900201651,0,0,-13.025485720745328,-1,-330.50044768993257,-413.68604845152663,3,14683352045028114660,17177562376548143523
17,1280000017000,ok,3,12,4095,4095,0,4095,1,0,3920049.3339269697,343113.86314403685,5002785.2355407774,23002.549999998519,4.1650011716406603e-09,1.3788444575450088e-16,0.84379389992272136,0.72947323312079015,1.1357762078367371,0.82892489940764447,153.3999999985945,-71.227241853420168,12.6669741844761,-4.0796740664860351,-0.43470139061533764,0.00059950093726524045,0.0015156107226458881,1.1941313966419247,0.93233200884277534,0.93233200884277534,0,0,-13.007575508493003,-1,-330.39654420795375,-413.94576002795225,3,14683914999146381540,14718033901803033335
18,1280000018000,ok,3,12,4095,4095,0,4095,1,0,3920049.1954519432,343114.0517930098,5002785.3781543067,23002.699999998214,1.5208433958286904e-09,2.5344780129692558e-17,0.84379390013253608,0.72947323236358397,1.1357762026800191,0.82892489641189382,153.59999999903303,-71.043691969269219,12.704548464547688,-4.0790576604639384,-0.43321996900606419,0.00061640602209678264,0.0014814216092734478,1.1764959178916277,0.91469653009247831,0.91469653009247831,0,0,-12.987973415603266,-1,-330.28974185390149,-414.20039790067682,3,14684477953264648420,14718596851251331303
19,1280000019000,ok,3,12,4095,4095,0,4095,1,0,3920049.0617726124,343114.24086155259,5002785.5166490972,23002.850000000995,1.5208433958286904e-09,1.7849061406335985e-17,0.84379390030379631,0.72947323162591027,1.1357761976163558,0.82892489346344167,153.80000000030691,-70.866471329059394,12.741840937508822,-4.0784238029884738,-0.43177432128485727,0.00063385747546451654,0.0014456477212069219,1.157581109206187,0.8957817214070376,0.8957817214070376,0,0,-12.966617506271042,-1,-330.17994444352701,-414.44971496785757,3,14685058499434741988,14727041092505617068
20,1280000020000,ok,3,10,4092,4092,0,4092,1,0,3920048.9331023912,343114.43036833534,5002785.6508388361,23002.99999999479,2.040425529722743e-09,2.1226269199105097e-17,1.3395381857068367,0.74806770353390917,1.3341241203340266,1.1460925295982489,154.00000000122532,-70.695863453301385,12.778836679340053,-4.0777719804687074,-0.4303659740263846,0.0006518225197664762,0.0014083472584726642,1.1373260047708196,0.87552661697167022,0.87552661697167022,0,0,-12.943448510974722,-1,-330.06706094266929,-414.69347166733166,3,14685674229909815524,14727604042423638507
21,1280000021000,ok,3,12,4095,4095,0,4095,1,0,3920048.8096464723,343114.62033130851,5002785.7805438349,23003.14999999975,1.0753986783132436e-09,4.2832678419180427e-18,0.84379390052419989,0.72947323021280008,1.1357761877852695,0.82892488771751793,154.2000000002437,-70.532141280853608,12.815520905337081,-4.0771017123131044,-0.42899639258115269,0.00067026815560300435,0.0013695814452319155,1.1156675677196337,0.85386817992048436,0.85386817992048436,0,0,-12.918409881008568,-1,-329.95100550190665,-414.9314363015626,3,14686289960250671332,14862149081759221830
22,1280000022000,ok,3,12,4095,4095,0,4095,1,0,3920048.6916014529,343114.81076767552,5002785.9055912681,23003.300000000821,2.6341780319308772e-09,5.8698624197408907e-17,0.84379390057031922,0.72947322953911642,1.1357761830260475,0.82892488492445593,154.40000000072462,-70.375566726348154,12.851878926891501,-4.076412551011618,-0.42766697820719951,0.00068916130148632959,0.001329414373953175,1.0925415207209586,0.83074213292180921,0.83074213292180921,0,0,-12.891447759272005,-1,-329.83169747502939,-415.16338535785349,3,14686923282710462692,14862679192961286990
23,1280000023000,ok,3,12,4095,4095,0,4095,1,0,3920048.5791550558,343115.001693859,5002786.0258154683,23003.449999996654,3.8774050762246039e-09,1.709393811672379e-16,0.84379390057183989,0.72947322888846866,1.1357761783762641,0.82892488218750415,154.6000000016916,-70.226390277520053,12.887896211541317,-4.0757040821838029,-0.42637906547778559,0.0007084688278151674,0.0012879127294139203,1.0678834754963789,0.8060840876972295,0.8060840876972295,0,0,-12.862511038209458,-1,-329.70906142518015,-415.38910377488946,3,14687574197154971876,14871123441731768371
24,1280000024000,ok,3,12,4095,4095,0,4095,1,0,3920048.4724857924,343115.19312547345,5002786.1410581488,23003.599999999104,3.2261960349397309e-09,8.3281855084269677e-17,0.84379390052746417,0.72947322826166239,1.1357761738396532,0.82892487950872062,154.79999999994195,-70.084850591263205,12.923558349840931,-4.0749759245613193,-0.42513391968448044,0.00072815762248357174,0.0012451457933051469,1.0416304532197647,0.77983106542061531,0.77983106542061531,0,0,-12.831551332115685,-1,-329.58302712815413,-415.60838523391863,3,14688242703718416612,14871686391649557201
25,1280000025000,ok,3,12,4095,4095,0,4095,1,0,3920048.3717626599,343115.38507731044,5002786.2511686683,23003.750000000193,2.1507973566264873e-09,2.8300234940616011e-17,0.84379390043598501,0.72947322765947098,1.135776169419791,0.82892487689010186,155.00000000165772,-69.951174092533364,12.95885107763964,-4.0742277299094969,-0.4239327342666962,0.00074819465182240918,0.0012011854177842451,1.0137227913660662,0.75192340356691689,0.75192340356691689,0,0,-12.798522992899903,-1,-329.45352956249656,-415.82103244855546,3,14688928802333688036,17023844055528554912
26,1280000026000,ok,3,12,4095,4095,0,4095,1,0,3920048.2771448782,343115.57756329334,5002786.3560042353,23003.899999997222,2.6341780319308772e-09,8.0049621719002518e-17,0.84379390029628953,0.72947322708263795,1.1357761651200933,0.82892487433358075,155.20000000032184,-69.825574638197253,12.993760273462179,-4.0734591829746822,-0.42277662870871546,0.00076854693481465119,0.0011561055579807356,0.9841063643757072,0.72230697657655774,0.72230697657655774,0,0,-12.76338310715327,-1,-329.32050890719597,-416.02685739136695,3,14689650085253939428,17024407005039204613
27,1280000027000,ok,3,10,4092,4092,0,4092,1,0,3920048.1887816237,343115.77059647714,5002786.45543015,23004.050000002302,2.6341780319308772e-09,3.9157011144082987e-17,1.3395382033104064,0.74806769423800512,1.3341240975377611,1.1460925237747335,155.39999999966014,-69.708253159782473,13.028271985497373,-4.0726700012504269,-0.42166664625498546,0.00078918172425535005,0.0011099824537300074,0.95273535452943303,0.69093596673028368,0.69093596673028368,0,0,-12.726091504144192,-1,-329.18391050778973,-416.22568156322166,3,14690371367972864228,17032851126030733942
28,1280000028000,ok,3,12,4095,4095,0,4095,1,0,3920048.1068117619,343115.96418901213,5002786.5493199723,23004.200000000717,0,0,0.84379389986827891,0.72947322600785625,1.1357761568940283,0.8289248694142296,155.60000000079438,-69.599397347010068,13.062372398264422,-4.0718599348507958,-0.42060375197446703,0.00081006639963110416,0.0010628942805184227,0.91957545460335222,0.65777606680420275,0.65777606680420275,0,0,-12.686610721374615,-1,-329.04368486661531,-416.41733622534281,3,14691110242743615716,17033414075956349084
29,1280000029000,ok,3,12,4095,4095,0,4095,1,0,3920048.0313636372,343116.15835212253,5002786.6375557408,23004.350000002083,0,0,0.84379389957822726,0.72947322551122906,1.1357761529736519,0.82892486705492785,155.79999999928259,-69.499181347089888,13.096047875414943,-4.0710287663121889,-0.41958883093147459,0.00083116853860687456,0.0010149210429924449,0.88460745956318909,0.62280807176403963,0.62280807176403963,0,0,-12.644906030713113,-1,-328.89978761659211,-416.60166261888509,3,14691884301819347172,17167959114293188944
30,1280000030000,ok,3,12,4095,4095,0,4095,1,0,3920047.9625548441,343116.35309610137,5002786.7200281331,23004.499999997122,2.8452374630643926e-09,8.0550179164679084e-17,0.84379389923648918,0.72947322504260159,1.1357761491854133,0.82892486476477689,155.99999999996675,-69.407765485527491,13.129284944884283,-4.0701763102726538,-0.41862268647784179,0.00085245603953509885,0.0009661444536328001,0.84783115052512115,0.58603176272597168,0.58603176272597168,0,0,-12.600945404872142,-1,-328.7521794800075,-416.77851219269826,3,14692675952879796452,17168522056225264249
31,1280000031000,ok,3,12,4095,4095,0,4095,1,0,3920047.9004920381,343116.54843027663,5002786.7966366466,23004.65000000345,1.5208433958286904e-09,9.7042787043455649e-18,0.84379389884245426,0.72947322460254749,1.1357761455318658,0.82892486254536357,156.1999999996618,-69.325296004514186,13.162070323781297,-4.0693024133105453,-0.41770603876689183,0.00087389696210848911,0.00091664771094995823,0.80926946291259239,0.54747007511344292,0.54747007511344292,0,0,-12.554699532608652,-1,-328.60082625281996,-416.94774680147862,3,14693485195992072420,17176966304991855075
32,1280000032000,ok,3,12,4095,4095,0,4095,1,0,3920047.8452707375,343116.74436300632,5002786.8672897071,23004.799999999083,2.4046645476218417e-09,2.1935074069338073e-17,0.84379389839561703,0.72947322419160476,1.1357761420153758,0.82892486039820013,156.39999999963209,-69.251904839785652,13.194390882329444,-4.0684069535659377,-0.41683952345439451,0.00089545974460758515,0.00086651531249731795,0.76897237529413631,0.50717298749498685,0.50717298749498685,0,0,-12.506141763336363,-1,-328.44569875815023,-417.10923890609695,3,14694312031156175076,17177529270944176162
33,1280000033000,ok,3,12,4095,4095,0,4095,1,0,3920047.7969751889,343116.94090166176,5002786.9319048505,23004.949999998746,2.4046645476218417e-09,4.1512808457137911e-17,0.84379389789558001,0.72947322381027491,1.135776138638128,0.82892485832472462,156.6000000005622,-69.187709402013809,13.22623370353509,-4.0674898404832556,-0.41602369051929933,0.00091711308268216385,0.00081583293509518429,0.72702065573009833,0.46522126793094892,0.46522126793094892,0,0,-12.455248145702775,-1,-328.28677281451462,-417.26287175500204,3,14695156458304995556,14717998871991081650
34,1280000034000,ok,3,10,4092,4092,0,4092,1,0,3920047.7556781946,343117.13805261167,5002786.9904088126,23005.100000001308,2.6341780319308772e-09,3.0311539742689042e-17,1.3395382094748589,0.7480676859011991,1.3341240790632545,1.1460925141175458,156.80000000180155,-69.13281238542146,13.257586047119997,-4.0665510145083292,-0.41525900327463749,0.00093882597492633835,0.00076468724466183247,0.68352871913120794,0.42172933133205853,0.42172933133205853,0,0,-12.401997380096025,-1,-328.12402920512818,-417.40853957000752,3,14696018477572751588,14718561821439822387
35,1280000035000,ok,3,12,4095,4095,0,4095,1,0,3920047.7214410114,343117.3358212118,5002787.0427376414,23005.250000000833,1.0753986783132436e-09,7.0805039835788046e-18,0.84379389673485827,0.72947322313827356,1.1357761323091331,0.82892485440420471,156.99999999983211,-69.087301617998094,13.288435375502772,-4.0655904467370405,-0.41454583765796577,0.00096056777128872284,0.00071316561667172929,0.63864625328350266,0.37684686548435326,0.37684686548435326,0,0,-12.346370821461054,-1,-327.95745363564151,-417.54614769703244,3,14696898088892334308,14727006062690195625
36,1280000036000,ok,3,12,4095,4095,0,4095,1,0,3920047.6943132225,343117.53421180614,5002787.0888367817,23005.399999998554,2.1507973566264873e-09,4.8859920581822613e-17,0.84379389607392774,0.72947322284841809,1.1357761293607991,0.82892485255965087,157.20000000064712,-69.051249908880067,13.318769342108901,-4.0646081385453767,-0.41388448152981394,0.00098230819166378325,0.00066135612815182432,0.59255846328817918,0.33075907548902977,0.33075907548902977,0,0,-12.2883524485951,-1,-327.78703669302251,-417.67561278265401,3,14697812884449788132,14727569012611908033
37,1280000037000,ok,3,12,4095,4095,0,4095,1,0,3920047.6743326657,343117.73322770203,5002787.1286611687,23005.549999998148,3.0416867916573809e-09,9.9494473564044924e-17,0.84379389535930305,0.72947322258980718,1.1357761265585242,0.82892485079376321,157.40000000124115,-69.024714933010955,13.34857581944415,-4.0636041213480336,-0.41327513429974294,0.00100401719734311,0.00060934723007100011,0.54548428051204068,0.28368489271289127,0.28368489271289127,0,0,-12.227928879609413,-1,-327.61277382479409,-417.79686290727631,3,14698727679805915364,14862114050944847949
38,1280000038000,ok,3,12,4095,4095,0,4095,1,0,3920047.6615253566,343117.93287117424,5002787.1621752791,23005.700000000583,3.4007092162045721e-09,1.0117268295465387e-16,0.84379389459114007,0.72947322236275214,1.1357761239035256,0.8289248491075879,157.60000000030752,-69.007739139565885,13.377842892550309,-4.0625784561992972,-0.41271790666600983,0.0010256651487363655,0.00055722763373311501,0.49767248195987757,0.23587309416072816,0.2358730941607281,0,0,-12.165089344585374,-1,-327.43466529540456,-417.90983772956679,3,14699677659399913700,14862676872617581539
39,1280000039000,ok,3,12,4095,4095,0,4095,1,0,3920047.6559054162,343118.13314346119,5002787.1893531596,23005.850000001628,1.0753986783132436e-09,1.1469246122160707e-17,0.8437938937697067,0.7294732221675273,1.1357761213968263,0.82892484750209361,157.80000000081813,-69.000349677260601,13.406558837288177,-4.061531233453576,-0.41221282051949265,0.0010472227457212213,0.00050508614651717521,0.44939583239842562,0.18759644459927621,0.18759644459927621,0,0,-12.099825650877724,-1,-327.2527161553615,-418.01448862528906,3,14700645231045738724,14871129331071191686
40,1280000040000,ok,3,12,4095,4095,0,4095,1,0,3920047.6574751013,343118.33404475753,5002787.2101784823,23005.99999999857,2.1507973566264873e-09,4.6816117512164209e-17,0.84379389289538154,0.72947322200436637,1.1357761190392459,0.82892484597816418,158.00000000000347,-69.002558383405713,13.4347121815157,-4.060462572401744,-0.41175980927021183,0.0010686610518320094,0.00045301124928082137,0.40094319270323237,0.13914380490408296,0.13914380490408296,0,0,-12.032132218788719,-1,-327.06693620115158,-418.11077876267723,3,14701630394743390436,14871692280988979810
41,1280000041000,ok,3,10,4092,4092,0,4092,1,0,3920047.6662247181,343118.53557421709,5002787.2246445501,23006.149999998841,2.8855974571462102e-09,3.9068145437010244e-17,1.3395382031184109,0.74806767866968082,1.3341240655518036,1.1460925004470119,158.19999999977779,-69.014361713408974,13.462291657100494,-4.0593726209954486,-0.41135871786202172,0.0010899514062954196,0.00040109140819011291,0.35261095186277946,0.090811564063630057,0.090811564063630057,0,0,-11.96200603093112,-1,-326.87733996007404,-418.19868326616825,3,14702633150492868836,17023849944867719751
42,1280000042000,ok,3,12,4095,4095,0,4095,1,0,3920047.682132687,343118.73772995279,5002787.2327543013,23006.300000005212,2.1507973566264873e-09,3.3005255764379719e-17,0.8437938909901409,0.7294732217749802,1.1357761147737451,0.82892484317813808,158.40000000102233,-69.035740788346416,13.489286242995647,-4.0582615554413506,-0.41100930350424503,0.0011110655540980119,0.0003494143577766895,0.30469298645060561,0.0428935986514562,0.042893598651456255,0,0,-11.889446649887191,-1,-326.68394664698508,-418.27818926714747,3,14703653498294173924,17024412894378365161
43,1280000043000,ok,3,12,4095,4095,0,4095,1,0,3920047.7051655273,343118.94050903188,5002787.2345202742,23006.450000002169,3.4007092162045721e-09,6.9362503798927372e-17,0.84379388996054538,0.72947322170902817,1.1357761128664765,0.82892484190340465,158.60000000018712,-69.066661404729217,13.515685127959678,-4.0571295799298577,-0.41071123624574968,0.0011319755114929109,0.00029806725849534921,0.25747157013214678,-0.0043278176670026314,-0.0043278176670026314,0,0,-11.814456178485996,-1,-326.48678015167542,-418.34929601002716,3,14704709030266241252,17024450424342055073
44,1280000044000,ok,3,12,4095,4095,0,4095,1,0,3920047.7352779368,343119.14390749304,5002787.2299646037,23006.600000001996,2.8452374630643926e-09,8.9859374720011925e-17,0.84379388888070095,0.72947322167568662,1.1357761111096307,0.82892484071296391,158.79999999938155,-69.107074100112129,13.54147775708789,-4.0559769262213035,-0.41046409986155896,0.0011526537085542188,0.00024713638419071593,0.21120876089400151,-0.050590626905147901,-0.050590626905147873,0,0,-11.737039280950761,-1,-326.28586899642369,-418.41201491288649,3,14705764562104090852,17032894673607727513
45,1280000045000,ok,3,12,4095,4095,0,4095,1,0,3920047.7724128333,343119.34792034281,5002787.2191189732,23006.750000000629,2.6341780319308772e-09,8.5189543129304166e-17,0.84379388775154252,0.72947322167499529,1.1357761095030405,0.82892483960729113,158.99999999918444,-69.15691421499136,13.566653819897258,-4.054803853390041,-0.41026739280444674,0.001173072831262445,0.00019670705711222203,0.16613960572509742,-0.095659782074051986,-0.095659782074051986,0,0,-11.65720316764313,-1,-326.08124632648367,-418.46636964003454,3,14706855278246920420,17033457623026417815
46,1280000046000,ok,3,12,4095,4095,0,4095,1,0,3920047.8165014475,343119.55254156463,5002787.202024526,23006.899999995832,3.7252902984619141e-09,1.2417826182795509e-16,0.84379388657411991,0.72947322170695328,1.13577610804634,0.82892483858678312,159.19999999955559,-69.216102021213047,13.591203237191007,-4.0536106474285187,-0.41012052953199418,0.0011932059615222812,0.00014686327245255759,0.12246696365111195,-0.13933242414803745,-0.13933242414803748,0,0,-11.574957567189498,-1,-325.87294987767092,-418.51239612995198,3,14707945994188423396,17168002653872509317
47,1280000047000,ok,3,12,4095,4095,0,4095,1,0,3920047.8674634355,343119.75776413176,5002787.1787318271,23007.049999998071,4.0237734084376822e-09,1.6707664467401549e-16,0.8437938853495881,0.72947322177152252,1.1357761067389667,0.82892483765175262,159.40000000294509,-69.28454283426305,13.615116201514372,-4.0523976209318358,-0.41002284178202092,0.0012130264966829785,9.7687749973263127e-05,0.080358825999543318,-0.1814405617996061,-0.18144056179960608,0,0,-11.490314752490912,-1,-325.66102195472047,-418.55014263551823,3,14709071894367797476,17168565603298984389
48,1280000048000,ok,3,10,4092,4092,0,4092,1,0,3920047.9252069676,343119.96358000202,5002787.1493007457,23007.199999998225,2.6341780319308772e-09,4.3108598895844344e-17,1.3395381842357406,0.74806767262970286,1.334124057365091,1.1460924830441321,159.60000000124728,-69.362127155172672,13.638383137926684,-4.0511651128519484,-0.40997358007785689,0.0012325080798873955,4.9261704164027531e-05,0.039947403443620945,-0.22185198435552847,-0.22185198435552847,0,0,-11.403289504282728,-1,-325.44550942898843,-418.57966975007753,3,14710197794412953828,17177009852564656597
49,1280000049000,ok,3,12,4095,4095,0,4095,1,0,3920047.9896289129,343120.16998015612,5002787.1138003618,23007.350000005925,2.6341780319308772e-09,7.9737627475606003e-17,0.84379388276435063,0.72947322199814824,1.1357761045689925,0.82892483603897305,159.79999999795965,-69.448730875618438,13.660994746056282,-4.0499134879715202,-0.40997191551861917,0.0012516248804281815,1.664559237724017e-06,0.0013299178391181401,-0.26046946996003129,-0.26046946996003129,0,0,-11.313899121175352,-1,-325.22646368218739,-418.60105038853453,3,14711358878695981284,17177572674208055767
