generation,branch,rho,phi,alive,cell,status,orientation
11,3787,-0.154253706,1.01692247,1,37029,0,0
11,3810,-0.189204708,1.11023748,0,34996,3,0
11,3811,-0.150244504,1.0183301,1,37029,0,0
11,3812,-0.18730177,1.1105237,0,34996,3,0
11,3813,-0.148344353,1.01864135,1,37030,0,0
11,3814,-0.146523863,1.01895928,1,37030,0,0
11,3815,-0.144774228,0.884294271,1,37008,0,0
11,3818,-0.14462544,1.0195173,1,37030,0,0
11,3819,-0.142878816,0.884850025,1,37008,0,0
11,3824,-0.1834957,1.04435158,0,4294967295,1,0
11,3825,-0.144563824,1.02001202,1,37030,0,0
11,3826,-0.142749846,1.02032685,1,37030,0,0
11,3827,-0.141006336,0.885657966,1,37008,0,0
11,3828,-0.14091301,1.0208838,1,37030,0,0
11,3829,-0.139185533,0.886211336,1,37008,0,0
11,3830,-0.137444302,0.886759937,1,37008,0,0
11,3831,-0.135766566,0.752317727,1,36986,0,0
11,3832,-0.139113009,1.02168655,1,37030,0,0
11,3833,-0.178014025,0.910966456,0,4294967295,1,0
11,3834,-0.135627255,0.887563467,1,37008,0,0
11,3835,-0.176257044,0.776503861,0,4294967295,1,0
11,3836,-0.133898109,0.888351321,1,37008,0,0
11,3837,-0.132225603,0.753904998,1,38010,0,0
11,3838,-0.172840104,0.643040419,0,4294967295,1,0
11,3839,-0.12900126,0.620444238,1,37989,0,0
11,3862,-0.197273523,1.10837817,0,34996,3,0
11,3863,-0.158281058,1.01636684,1,36005,0,0
11,3866,-0.195268869,1.04116392,0,4294967295,1,0
11,3867,-0.156279385,1.01667416,1,36005,0,0
11,3868,-0.193369284,1.10894656,0,34996,3,0
11,3869,-0.154382616,1.01698685,1,37029,0,0
11,3974,-0.191026121,1.04335737,0,4294967295,1,0
11,3975,-0.191026121,1.04335737,0,4294967295,1,0
11,3978,-0.189033628,1.1111275,0,34997,3,0
11,3979,-0.150080428,1.01922166,1,37030,0,0
11,3980,-0.187137678,1.11141121,0,34997,3,0
11,3981,-0.148200586,1.01952875,1,37030,0,0
11,3982,-0.146373376,1.01984549,1,37030,0,0
11,3983,-0.144623697,0.885178685,1,37008,0,0
11,3988,-0.185133517,1.11194301,0,34997,3,0
11,3989,-0.146199301,1.02008688,1,37030,0,0
11,4004,-0.183153704,1.11274326,0,34997,3,0
11,4005,-0.183153704,1.04524815,0,4294967295,1,0
11,4006,-0.142435491,1.02122259,1,37030,0,0
11,4007,-0.140692234,0.886551917,1,37008,0,0
11,4008,-0.181234673,1.11327446,0,34997,3,0
11,4009,-0.142325833,1.02146745,1,37030,0,0
11,4010,-0.140512228,1.02177906,1,37030,0,0
11,4011,-0.179415211,0.911077142,0,4294967295,1,0
11,4016,-0.179327771,1.11406374,0,36021,3,0
11,4017,-0.179327771,1.04656863,0,4294967295,1,0
11,4020,-0.136804521,1.02313685,1,37030,0,0
11,4021,-0.135070562,0.888461769,1,37008,0,0
11,4026,-0.172105476,0.778698206,0,4294967295,1,0
11,4027,-0.172105476,0.778698206,0,4294967295,1,0
11,4028,-0.129797488,0.890582442,1,38033,0,0
11,4029,-0.128143013,0.756125689,1,38011,0,0
11,4030,-0.126498699,0.756890178,1,38011,0,0
11,4031,-0.124933526,0.62264663,1,37989,0,0
11,4048,-0.177390903,1.11513472,0,36021,3,0
11,4049,-0.13850759,1.02337527,1,37030,0,0
11,4050,-0.136703715,1.02368128,1,37030,0,0
11,4051,-0.134969756,0.889005125,1,37008,0,0
11,4056,-0.17193158,0.914227307,0,4294967295,1,0
11,4057,-0.17193158,0.914227307,0,4294967295,1,0
11,4058,-0.129627734,0.890877545,1,38033,0,0
11,4059,-0.127960727,0.756423831,1,38011,0,0
11,4060,-0.127912939,0.891651869,1,38033,0,0
11,4061,-0.126260728,0.757191837,1,38011,0,0
11,4062,-0.124615312,0.757953584,1,38011,0,0
11,4063,-0.123040721,0.623712838,1,37989,0,0
11,4064,-0.175531983,1.11618555,0,36021,3,0
11,4065,-0.136671275,1.0244478,1,37030,0,0
11,4066,-0.173721954,0.91398108,0,4294967295,1,0
11,4067,-0.133132592,0.890073717,1,37009,0,0
11,4072,-0.131274834,1.0260762,1,38055,0,0
11,4073,-0.129549503,0.89139384,1,38033,0,0
11,4074,-0.168359712,0.780786455,0,4294967295,1,0
11,4075,-0.126160473,0.757470727,1,38011,0,0
11,4076,-0.126093194,0.892705441,1,38033,0,0
11,4077,-0.124434337,0.758246124,1,38011,0,0
11,4078,-0.164974898,0.647289455,0,4294967295,1,0
11,4079,-0.121222787,0.624761462,1,37989,0,0
11,4084,-0.124350406,0.893737257,1,38033,0,0
11,4085,-0.122691132,0.759277284,1,38011,0,0
11,4086,-0.121053666,0.760032356,1,38011,0,0
11,4087,-0.11948368,0.62578696,1,37989,0,0
11,4088,-0.122675754,0.894749582,1,38033,0,0
11,4089,-0.121018685,0.760286987,1,38011,0,0
11,4090,-0.119389832,0.761038065,1,38012,0,0
11,4091,-0.117821328,0.626788974,1,37990,0,0
11,4094,-0.114743963,0.628713071,1,37990,0,0
11,4095,-0.158389315,0.516213655,0,4294967295,1,0
12,4224,-0.221768275,1.90367341,0,34102,3,0
12,4225,-0.22141327,1.76837182,0,34080,3,0
12,4226,-0.219829738,1.76724458,0,34080,3,0
12,4227,-0.21943672,1.63199413,0,34057,3,0
12,4542,-0.183057696,1.07521534,0,34991,3,0
12,4543,-0.143652707,0.983450174,1,37024,0,0
12,4574,-0.180860475,1.07552218,0,34991,3,0
12,4575,-0.141459659,0.983785629,1,37024,0,0
12,4602,-0.174768656,1.07650733,0,36015,3,0
12,4603,-0.135395661,0.984847486,1,37024,0,0
12,6718,-0.171285108,1.07943785,0,36015,3,0
12,6719,-0.131955117,0.98781687,1,38048,0,0
12,6774,-0.16499652,1.01286316,0,4294967295,1,0
12,6775,-0.12568453,0.988816917,1,38049,0,0
12,6778,-0.163083628,1.01318741,0,4294967295,1,0
12,6779,-0.123788126,0.989163876,1,38049,0,0
12,6780,-0.161244363,1.01351917,0,4294967295,1,0
12,6781,-0.161244363,1.01351917,0,4294967295,1,0
12,6874,-0.158802107,1.08183253,0,36016,3,0
12,6875,-0.119533554,0.990365863,1,38049,0,0
12,6878,-0.155203655,0.880012155,0,4294967295,1,0
12,6879,-0.114256822,0.856448412,1,38027,0,0
12,6886,-0.158689737,1.08208978,0,36016,3,0
12,6887,-0.11942137,0.990624547,1,38049,0,0
12,7502,-0.158325627,1.08325636,0,36016,3,0
12,7503,-0.158325627,1.01576126,0,4294967295,1,0
12,7510,-0.156338289,1.08356321,0,36016,3,0
12,7511,-0.117080562,0.992126942,1,38049,0,0
12,7514,-0.154433519,1.08387828,0,37040,3,0
12,7515,-0.115192227,0.992463946,1,38049,0,0
12,7516,-0.152595788,1.08420289,0,37040,3,0
12,7517,-0.113357693,0.992811859,1,38049,0,0
12,7518,-0.15083617,0.882048607,0,4294967295,1,0
12,7519,-0.109926447,0.858531713,1,38027,0,0
12,7526,-0.154321373,1.08413446,0,37040,3,0
12,7527,-0.11508029,0.992721558,1,38049,0,0
12,7530,-0.152413905,1.01695478,0,4294967295,1,0
12,7531,-0.113182642,0.993060112,1,38049,0,0
12,7532,-0.150586471,1.08477187,0,37040,3,0
12,7533,-0.111358367,0.993405163,1,38049,0,0
12,7534,-0.10961806,0.993754923,1,38049,0,0
12,7535,-0.148830205,0.882616043,0,4294967295,1,0
12,7538,-0.150491029,1.08501613,0,37040,3,0
12,7539,-0.111263089,0.993650615,1,38049,0,0
12,7540,-0.148660362,1.08533847,0,37040,3,0
12,7541,-0.109448493,0.993994057,1,38049,0,0
12,7542,-0.146920606,0.883178353,0,4294967295,1,0
12,7543,-0.106042966,0.859703958,1,39052,0,0
12,7544,-0.146834001,1.08589923,0,37040,3,0
12,7545,-0.107631683,0.994576991,1,39074,0,0
12,7546,-0.145083979,0.883740306,0,4294967295,1,0
12,7547,-0.10422495,0.860284865,1,39052,0,0
12,7548,-0.143323779,0.884299755,0,4294967295,1,0
12,7549,-0.102470644,0.860865712,1,39052,0,0
12,7550,-0.10080868,0.861435831,1,39052,0,0
12,7551,-0.0992168635,0.727010369,1,39030,0,0
12,7574,-0.154253706,1.08441758,0,37040,3,0
12,7575,-0.154253706,1.01692247,0,4294967295,1,0
12,7622,-0.150244504,1.0858252,0,37040,3,0
12,7623,-0.11103639,0.994459927,1,38050,0,0
12,7626,-0.148344353,1.08613646,0,37041,3,0
12,7627,-0.109139487,0.994795144,1,39074,0,0
12,7628,-0.146523863,1.08645439,0,37041,3,0
12,7629,-0.107334889,0.995134234,1,39074,0,0
12,7630,-0.105588205,0.995481551,1,39074,0,0
12,7631,-0.103916235,0.860842586,1,39052,0,0
12,7636,-0.14462544,1.08701241,0,37041,3,0
12,7637,-0.10543967,0.995716155,1,39074,0,0
12,7638,-0.103702337,0.996060312,1,39074,0,0
12,7639,-0.142878816,0.884850025,0,4294967295,1,0
12,7650,-0.144563824,1.08750713,0,37041,3,0
12,7651,-0.105384529,0.996210814,1,39074,0,0
12,7652,-0.142749846,1.08782196,0,37041,3,0
12,7653,-0.103586242,0.996546924,1,39074,0,0
12,7654,-0.141006336,0.885657966,0,4294967295,1,0
12,7655,-0.100182489,0.862246573,1,39052,0,0
12,7656,-0.14091301,1.08837891,0,37041,3,0
12,7657,-0.101755589,0.99712646,1,39074,0,0
12,7658,-0.100030966,0.997465909,1,39074,0,0
12,7659,-0.0983677134,0.862821996,1,39052,0,0
12,7660,-0.0982958674,0.998035729,1,39074,0,0
12,7661,-0.0966353714,0.863390744,1,39052,0,0
12,7662,-0.135766566,0.752317727,0,4294967295,1,0
12,7663,-0.0933799893,0.729527354,1,39030,0,0
12,7664,-0.139113009,1.08918166,0,37041,3,0
12,7665,-0.0999618247,0.99795121,1,39074,0,0
12,7668,-0.0964946672,0.998859763,1,39074,0,0
12,7669,-0.0948368162,0.864212394,1,39052,0,0
12,7672,-0.0947747454,0.999668181,1,39074,0,0
12,7673,-0.0931195617,0.865019381,1,39052,0,0
12,7674,-0.0914648771,0.865580082,1,39053,0,0
12,7675,-0.0898798034,0.731145024,1,39031,0,0
12,7678,-0.0866885334,0.732704222,1,39031,0,0
12,7679,-0.0852049068,0.598466456,1,40033,0,0
12,7726,-0.158281058,1.08386195,0,36016,3,0
12,7727,-0.119033068,0.992398798,1,38049,0,0
12,7734,-0.156279385,1.08416927,0,36016,3,0
12,7735,-0.156279385,1.01667416,0,4294967295,1,0
12,7738,-0.154382616,1.08448195,0,37040,3,0
12,7739,-0.115147948,0.993067265,1,38049,0,0
12,7958,-0.150080428,1.08671677,0,37041,3,0
12,7959,-0.110885456,0.995351851,1,38050,0,0
12,7962,-0.148200586,1.08702385,0,37041,3,0
12,7963,-0.109008774,0.995682657,1,39074,0,0
12,7964,-0.146373376,1.01984549,0,4294967295,1,0
12,7965,-0.107191026,0.996021509,1,39074,0,0
12,7966,-0.144623697,0.885178685,0,4294967295,1,0
12,7967,-0.103784747,0.861724019,1,39052,0,0
12,7978,-0.146199301,1.08758199,0,37041,3,0
12,7979,-0.107017249,0.996265113,1,39074,0,0
12,8012,-0.142435491,1.0887177,0,37041,3,0
12,8013,-0.103275552,0.997446179,1,39074,0,0
12,8014,-0.140692234,0.886551917,0,4294967295,1,0
12,8015,-0.0998694301,0.863144338,1,39052,0,0
12,8018,-0.142325833,1.08896255,0,37041,3,0
12,8019,-0.103166088,0.997692466,1,39074,0,0
12,8020,-0.140512228,1.08927417,0,37041,3,0
12,8021,-0.101358734,0.998026192,1,39074,0,0
12,8040,-0.136804521,1.02313685,0,4294967295,1,0
12,8041,-0.0976764262,0.999427199,1,39074,0,0
12,8042,-0.0959452987,0.999764025,1,39074,0,0
12,8043,-0.0942881703,0.865115702,1,39052,0,0
12,8056,-0.0907123908,1.00194585,1,39075,0,0
12,8057,-0.0890691727,0.867289841,1,39053,0,0
12,8058,-0.0874321833,0.867840171,1,39053,0,0
12,8059,-0.0858489275,0.733399391,1,40055,0,0
12,8060,-0.0857961625,0.868623674,1,40077,0,0
12,8061,-0.126498699,0.756890178,0,4294967295,1,0
12,8062,-0.124933526,0.62264663,0,4294967295,1,0
12,8063,-0.0811626464,0.600712299,1,40033,0,0
12,8098,-0.13850759,1.09087038,0,37041,3,0
12,8099,-0.0993767306,0.999644399,1,39074,0,0
12,8100,-0.136703715,1.09117639,0,37041,3,0
12,8101,-0.0975885913,0.999971032,1,39074,0,0
12,8102,-0.134969756,0.889005125,0,4294967295,1,0
12,8103,-0.134969756,0.889005125,0,4294967295,1,0
12,8116,-0.0905491859,1.00224221,1,39075,0,0
12,8117,-0.0888999701,0.86758697,1,39053,0,0
12,8118,-0.087250486,0.868140578,1,39053,0,0
12,8119,-0.0856675208,0.733699679,1,40055,0,0
12,8120,-0.0888495743,1.00303638,1,39075,0,0
12,8121,-0.0872058794,0.868378043,1,39053,0,0
12,8122,-0.0855589509,0.868928134,1,40077,0,0
12,8123,-0.0839756429,0.734487057,1,40055,0,0
12,8124,-0.124615312,0.757953584,0,4294967295,1,0
12,8125,-0.0823410228,0.735266328,1,40055,0,0
12,8126,-0.0807856694,0.736028552,1,40055,0,0
12,8127,-0.0793007836,0.601786792,1,40034,0,0
12,8130,-0.136671275,1.09194291,0,37041,3,0
12,8131,-0.0975625739,1.00073707,1,39075,0,0
12,8134,-0.0940422043,1.00139582,1,39075,0,0
12,8135,-0.0923873708,0.866742432,1,39053,0,0
12,8144,-0.131274834,1.09357131,0,38066,3,0
12,8145,-0.0921936855,1.0024302,1,39075,0,0
12,8146,-0.0904835761,1.00275815,1,39075,0,0
12,8147,-0.0888341591,0.86810112,1,39053,0,0
12,8150,-0.0854590163,0.869208276,1,40077,0,0
12,8151,-0.0838758647,0.734767139,1,40055,0,0
12,8152,-0.126093194,0.892705441,0,4294967295,1,0
12,8153,-0.0853919536,0.869453549,1,40077,0,0
12,8154,-0.124434337,0.758246124,0,4294967295,1,0
12,8155,-0.0821608976,0.735560894,1,40055,0,0
12,8158,-0.0789938644,0.737090349,1,40056,0,0
12,8159,-0.077510491,0.602845073,1,40034,0,0
12,8168,-0.0853116214,1.00516295,1,40099,0,0
12,8169,-0.0836701915,0.870501637,1,40077,0,0
12,8170,-0.0820223391,0.871050119,1,40077,0,0
12,8171,-0.0804435909,0.736604154,1,40056,0,0
12,8172,-0.0804022849,0.871821284,1,40078,0,0
12,8173,-0.121053666,0.760032356,0,4294967295,1,0
12,8174,-0.0772803724,0.738128364,1,40056,0,0
12,8175,-0.0757983997,0.603879631,1,40034,0,0
12,8176,-0.0836521983,1.006194,1,40099,0,0
12,8177,-0.0820192695,0.871528864,1,40078,0,0
12,8178,-0.0803735256,0.872074723,1,40078,0,0
12,8179,-0.0787965506,0.73762542,1,40056,0,0
12,8180,-0.0787619352,0.872842014,1,40078,0,0
12,8181,-0.077192761,0.738388002,1,40056,0,0
12,8182,-0.0756431371,0.739142478,1,40056,0,0
12,8183,-0.074159801,0.604891777,1,40034,0,0
12,8188,-0.072582975,0.741100371,1,40056,0,0
12,8189,-0.114743963,0.628713071,0,4294967295,1,0
