trajectory_id,channel,ux,uy,uz,k_off,k_on,force_off,force_on,angle_center,angle_tolerance,error_limit,fringe_width,support_kind,cx,cy,cz,support_extent,support_ax,support_ay,support_az,support_angle
0,0,0.7071067811865475,0.7071067811865475,0.0,0.5,6.0,0.0,0.1,0.7853981633974483,0.45,0.5,0.5,0,0.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0
0,1,0.7071067811865475,-0.7071067811865475,0.0,0.5,7.0,0.0,-0.05,-0.7853981633974483,0.45,0.65,0.5,0,0.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0
0,2,0.7071067811865475,0.0,0.7071067811865475,0.6,8.0,0.0,0.08,0.0,0.45,0.5,0.5,0,0.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0
0,3,0.7071067811865475,0.0,-0.7071067811865475,0.6,9.0,0.0,0.04,3.141592653589793,0.45,0.65,0.5,0,0.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0
0,4,0.0,0.7071067811865475,0.7071067811865475,0.7,10.0,0.0,-0.03,1.5707963267948966,0.45,0.5,0.5,0,0.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0
0,5,0.0,0.7071067811865475,-0.7071067811865475,0.7,11.0,0.0,0.06,-1.5707963267948966,0.45,0.65,0.5,0,0.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0
