epoch_id,t_rx_gpst_s,status,fit,iterations,used,asa,na,hits,active,x_m,y_m,z_m,clock_bias_m,var_x_m2,var_y_m2,var_z_m2,var_clock_m2,rms_m,weighted_sse,max_normalized
7,1473457879,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426044.11914194,-89428.191480882451,4576298.9705814663,-54453.751431537741,72.97900031219595,11.975226343692723,71.429605587398996,79.227175128819724,0.4697638066713738,0.027078711356224958,0.10727805796767709
8,1473457880,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426044.0146985603,-89428.156136252655,4576298.9330710275,-54305.739350807286,72.981584392199025,11.974740216221075,71.442567381638099,79.23502194215996,0.43282996651726358,0.025804342994388996,0.098418371902929139
9,1473457881,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426044.1195404613,-89428.171433988697,4576298.8168917717,-54157.642192340063,72.984171235887985,11.974254778939683,71.455529749897451,79.242869422543436,0.42823434215029371,0.024719282171981025,0.094101979454517107
10,1473457882,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.9907241436,-89428.118827697108,4576298.6530356593,-54009.693683229023,72.986754276538349,11.973769835687511,71.468486794359606,79.250709898251742,0.38943398312763511,0.019259522668639662,0.084900863139918639
11,1473457883,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426043.9865436731,-89428.134387454993,4576298.6838446679,-53861.575968728524,72.989334287878876,11.973285523535113,71.481439679853011,79.258543970278637,0.40427125907052974,0.019055815112511088,0.084555796459559837
12,1473457884,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426043.9888998736,-89428.082222273602,4576298.7295213882,-53713.47848925666,72.991915797629417,11.97280174683236,71.494390466082308,79.266376175360435,0.38653681717914462,0.018566327656051203,0.077779968983066466
13,1473457885,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.9468700346,-89428.044554688779,4576298.656220464,-53565.465670056619,72.994495596725912,11.97231858235264,71.507338552229271,79.274204395732937,0.44246269929464299,0.021802314599622698,0.079206979238238995
14,1473457886,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.8239882942,-89428.034203830859,4576298.6583211441,-53417.426507778306,72.997070146945077,11.971835993552927,71.520280957726953,79.282024198384093,0.46591756265994166,0.02853398453297841,0.093302095586415543
15,1473457887,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.6937786844,-89428.024206786868,4576298.6018582098,-53269.375430021551,72.999643807381261,11.971354002100215,71.533220766492448,79.289840478608426,0.45311317367203507,0.029374012034568495,0.096508807413236447
16,1473457888,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.6167022996,-89428.055074036383,4576298.4759537978,-53121.433637409442,73.002216549073424,11.97087265414967,71.54615847996719,79.297653527154225,0.42384166941663703,0.025995131029295498,0.08915737340248478
17,1473457889,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.8322896007,-89428.030604414365,4576298.5436558807,-52973.125841158755,73.004795444429348,11.970391879178596,71.559096556574701,79.305468734801423,0.43053344828114531,0.027572257057771075,0.090180515529332636
18,1473457890,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426044.0273765558,-89428.082704554021,4576298.6581556695,-52824.777141730454,73.007368855663913,11.969911735810799,71.572029458372441,79.31327573869676,0.44473578699355298,0.026062236022412113,0.086246604050589773
19,1473457891,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426044.0680140536,-89428.129317799903,4576298.5532628754,-52676.630989419915,73.009939620138994,11.969432181690447,71.584959131148054,79.321078107584,0.49283258886682119,0.022894672062800228,0.095579405186967822
20,1473457892,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.9775497224,-89428.196043015036,4576298.4918766115,-52528.632002851809,73.012504440547929,11.968953190197082,71.59788262334844,79.328871424958336,0.5029599536671433,0.022278523031828177,0.10082500863787305
21,1473457893,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426044.0629599569,-89428.172534032565,4576298.5442601647,-52380.523268679179,73.015074727521082,11.968474732798473,71.610805873983423,79.336666314270005,0.52698314083668907,0.021456054696126072,0.10476709453959153
22,1473457894,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426044.0033331579,-89428.172558320817,4576298.4622530136,-52232.528197076143,73.017640469731774,11.967996871722626,71.623724606019721,79.34445442119069,0.52916040139193155,0.020705418131168881,0.10614058319580674
23,1473457895,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426043.928889324,-89428.158187057968,4576298.4447033741,-52084.484509749673,73.020204314022195,11.967519567978156,71.636639302402614,79.35223728594579,0.55773219920850792,0.024446561940980601,0.11065291752828255
24,1473457896,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426044.123083543,-89428.164227700021,4576298.6560964696,-51936.170615416813,73.022770163107708,11.967042880811613,71.649552304721425,79.360018389440498,0.61055899504718614,0.028069957527405917,0.11427280832384455
25,1473457897,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426044.1731839338,-89428.22711193694,4576298.7068241928,-51788.117527816299,73.025330385053365,11.966566819759901,71.662460541608269,79.367791939959147,0.61620298722186317,0.03201441334571023,0.12436729666773733
26,1473457898,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426044.043533206,-89428.218864204478,4576298.6235409826,-51640.291058403083,73.027888991445195,11.966091272304476,71.67536500359077,79.375561054208106,0.64959325819847813,0.03358263082356857,0.12791458459290636
27,1473457899,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426043.9999636933,-89428.228525703671,4576298.7040592497,-51492.397343496115,73.030445790663308,11.965616309232106,71.688265431425918,79.383324770090638,0.62903549937980086,0.038247837705452419,0.12737950875346118
28,1473457900,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.9277731879,-89428.221100937677,4576298.5841695443,-51344.608649966111,73.033003245355388,11.96514194852999,71.701164496800615,79.391087048882071,0.6034729117918517,0.035614914277202689,0.12016129624054607
29,1473457901,CONVERGED,WITHIN_RESIDUAL_BUDGET,1,8,1526890504,1526890504,0,1526890504,4426043.8960102573,-89428.193067277985,4576298.6422722936,-51196.660001719123,73.035559152397411,11.964668129067427,71.714059149939715,79.398843862964242,0.57812044415114994,0.033699035485459029,0.11537375143749559
30,1473457902,CONVERGED,WITHIN_RESIDUAL_BUDGET,2,8,1526890504,1526890504,0,1526890504,4426043.8473822763,-89428.179177740443,4576298.5772283599,-51048.760837287075,73.0381138716252,11.964194922759539,71.726951261912973,79.406597203529103,0.50449659064445485,0.026197364868751565,0.0977540080837494
